obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('546',)",33.9131011963,1,0,1028.67097348,29,29,2,3.39131011963,29,13,3724598986.5,3724598986.64,3659567426.56,44.36829,-124.9528,0.0,34.032096193,29,29,internal_timestamp,414.980010986,29,29,564306,1450578626,6.24590015411,29,29,3659567426.56
"('547',)",33.9151992798,1,0,1028.66725845,29,29,2,3.39151992798,29,13,3724598986.5,3724598986.64,3659567437.57,44.36829,-124.9528,0.0,34.0321013452,29,29,internal_timestamp,414.25,29,29,568108,1450578637,6.2486000061,29,29,3659567437.57
"('548',)",33.9196014404,1,0,1028.66345282,29,29,2,3.39196014404,29,13,3724598986.5,3724598986.64,3659567448.57,44.36829,-124.9528,0.0,34.0319395388,29,29,internal_timestamp,413.609985352,29,29,573064,1450578648,6.25400018692,29,29,3659567448.57
"('549',)",33.9236984253,1,0,1028.65982432,29,29,2,3.39236984253,29,13,3724598986.5,3724598986.64,3659567459.58,44.36829,-124.9528,0.0,34.0317171521,29,29,internal_timestamp,413.010009766,29,29,577610,1450578659,6.25909996033,29,29,3659567459.58
"('550',)",33.9328994751,1,0,1028.65512285,29,29,2,3.39328994751,29,13,3724598986.5,3724598986.64,3659567470.57,44.36829,-124.9528,0.0,34.0309845206,29,29,internal_timestamp,412.450012207,29,29,571032,1450578670,6.2704000473,29,29,3659567470.57
"('551',)",33.9407997131,1,0,1028.65135783,29,29,2,3.39407997131,29,13,3724598986.5,3724598986.64,3659567481.58,44.36829,-124.9528,0.0,34.0310986582,29,29,internal_timestamp,411.880004883,29,29,576560,1450578681,6.27939987183,29,29,3659567481.58
"('552',)",33.9628982544,1,0,1028.6424585,29,29,2,3.39628982544,29,13,3724598986.5,3724598986.64,3659567492.57,44.36829,-124.9528,0.0,34.0284367767,29,29,internal_timestamp,411.230010986,29,29,570415,1450578692,6.30709981918,29,29,3659567492.57
"('553',)",33.9718017578,1,0,1028.63725895,29,29,2,3.39718017578,29,13,3724598986.5,3724598986.64,3659567503.57,44.36829,-124.9528,0.0,34.0288301925,29,29,internal_timestamp,410.329986572,29,29,574270,1450578703,6.31710004807,29,29,3659567503.57
"('554',)",33.9729003906,1,0,1028.63258019,29,29,2,3.39729003906,29,13,3724598986.5,3724598986.64,3659567514.58,44.36829,-124.9528,0.0,34.0288341709,29,29,internal_timestamp,409.359985352,29,29,580694,1450578714,6.31879997253,29,29,3659567514.58
"('555',)",33.9752998352,1,0,1028.62868203,29,29,2,3.39752998352,29,13,3724598986.5,3724598986.64,3659567525.57,44.36829,-124.9528,0.0,34.0288936065,29,29,internal_timestamp,408.589996338,29,29,574171,1450578725,6.32180023193,29,29,3659567525.57
"('556',)",33.9772987366,1,0,1028.62583459,29,29,2,3.39772987366,29,13,3724598986.5,3724598986.68,3659567536.58,44.36829,-124.9528,0.0,34.0291167097,29,29,internal_timestamp,408.0,29,29,579058,1450578736,6.32410001755,29,29,3659567536.58
"('557',)",33.9780006409,1,0,1028.62246143,29,29,2,3.39780006409,29,13,3724598986.5,3724598986.68,3659567547.58,44.36829,-124.9528,0.0,34.0292588442,29,29,internal_timestamp,407.269989014,29,29,583195,1450578747,6.32509994507,29,29,3659567547.58
"('558',)",33.9791984558,1,0,1028.61892885,29,29,2,3.39791984558,29,13,3724598986.5,3724598986.68,3659567558.58,44.36829,-124.9528,0.0,34.0288087406,29,29,internal_timestamp,406.640014648,29,29,578629,1450578758,6.32719993591,29,29,3659567558.58
"('559',)",33.981098175,1,0,1028.61602805,29,29,2,3.3981098175,29,13,3724598986.5,3724598986.68,3659567569.58,44.36829,-124.9528,0.0,34.0288070209,29,29,internal_timestamp,406.079986572,29,29,583364,1450578769,6.32959985733,29,29,3659567569.58
"('560',)",33.9813995361,1,0,1028.61305887,29,29,2,3.39813995361,29,13,3724598986.5,3724598986.68,3659567580.58,44.36829,-124.9528,0.0,34.0289667103,29,29,internal_timestamp,405.420013428,29,29,577042,1450578780,6.33010005951,29,29,3659567580.58
"('561',)",33.9832000732,1,0,1028.60944947,29,29,2,3.39832000732,29,13,3724598986.5,3724598986.68,3659567591.58,44.36829,-124.9528,0.0,34.0290372766,29,29,internal_timestamp,404.690002441,29,29,581556,1450578791,6.33239984512,29,29,3659567591.58
"('562',)",33.9850997925,1,0,1028.60503749,29,29,2,3.39850997925,29,13,3724598986.5,3724598986.68,3659567602.59,44.36829,-124.9528,0.0,34.0286595501,29,29,internal_timestamp,403.880004883,29,29,585721,1450578802,6.33529996872,29,29,3659567602.59
"('563',)",33.9870986938,1,0,1028.60057687,29,29,2,3.39870986938,29,13,3724598986.5,3724598986.68,3659567613.59,44.36829,-124.9528,0.0,34.0282973729,29,29,internal_timestamp,403.059997559,29,29,589159,1450578813,6.33830022812,29,29,3659567613.59
"('564',)",33.9901008606,1,0,1028.59711243,29,29,2,3.39901008606,29,13,3724598986.5,3724598986.68,3659567624.58,44.36829,-124.9528,0.0,34.0289277867,29,29,internal_timestamp,402.290008545,29,29,582825,1450578824,6.34140014648,29,29,3659567624.58
"('565',)",33.9986000061,1,0,1028.590047,29,29,2,3.39986000061,29,13,3724598986.5,3724598986.68,3659567635.59,44.36829,-124.9528,0.0,34.0268384713,29,29,internal_timestamp,401.470001221,29,29,590626,1450578835,6.35340023041,29,29,3659567635.59
"('566',)",34.0065002441,1,0,1028.58394717,29,29,2,3.40065002441,29,13,3724598986.5,3724598986.68,3659567646.59,44.36829,-124.9528,0.0,34.0258942582,29,29,internal_timestamp,400.609985352,29,29,591572,1450578846,6.36359977722,29,29,3659567646.59
"('567',)",34.0130996704,1,0,1028.5785247,29,29,2,3.40130996704,29,13,3724598986.5,3724598986.68,3659567657.59,44.36829,-124.9528,0.0,34.0257157682,29,29,internal_timestamp,399.700012207,29,29,586390,1450578857,6.37160015106,29,29,3659567657.59
"('568',)",34.0149002075,1,0,1028.57293828,29,29,2,3.40149002075,29,13,3724598986.5,3724598986.68,3659567668.59,44.36829,-124.9528,0.0,34.0260150061,29,29,internal_timestamp,398.5,29,29,592134,1450578868,6.37389993668,29,29,3659567668.59
"('569',)",34.0168991089,1,0,1028.56696409,29,29,2,3.40168991089,29,13,3724598986.5,3724598986.68,3659567679.59,44.36829,-124.9528,0.0,34.0258280553,29,29,internal_timestamp,397.320007324,29,29,589354,1450578879,6.37690019608,29,29,3659567679.59
"('570',)",34.0336990356,1,0,1028.55760902,29,29,2,3.40336990356,29,13,3724598986.5,3724598986.68,3659567690.59,44.36829,-124.9528,0.0,34.0237149571,29,29,internal_timestamp,396.290008545,29,29,594476,1450578890,6.3983001709,29,29,3659567690.59
"('571',)",34.0425987244,1,0,1028.55105364,29,29,2,3.40425987244,29,13,3724598986.5,3724598986.68,3659567700.6,44.36829,-124.9528,0.0,34.0226003013,29,29,internal_timestamp,395.399993896,29,29,599234,1450578900,6.40980005264,29,29,3659567700.6
"('572',)",34.0525016785,1,0,1028.54420623,29,29,2,3.40525016785,29,13,3724598986.5,3724598986.68,3659567712.59,44.36829,-124.9528,0.0,34.0222940212,29,29,internal_timestamp,394.320007324,29,29,592185,1450578912,6.42170000076,29,29,3659567712.59
"('573',)",34.0537986755,1,0,1028.53966391,29,29,2,3.40537986755,29,13,3724598986.5,3724598986.68,3659567723.59,44.36829,-124.9528,0.0,34.0226313487,29,29,internal_timestamp,393.320007324,29,29,592776,1450578923,6.42329978943,29,29,3659567723.59
"('574',)",34.0561981201,1,0,1028.53338382,29,29,2,3.40561981201,29,13,3724598986.5,3724598986.68,3659567734.59,44.36829,-124.9528,0.0,34.0226340635,29,29,internal_timestamp,392.049987793,29,29,592739,1450578934,6.4265999794,29,29,3659567734.59
"('575',)",34.0615005493,1,0,1028.52612121,29,29,2,3.40615005493,29,13,3724598986.5,3724598986.68,3659567745.6,44.36829,-124.9528,0.0,34.0224147344,29,29,internal_timestamp,390.709991455,29,29,602375,1450578945,6.43340015411,29,29,3659567745.6
"('576',)",34.0780982971,1,0,1028.51580155,29,29,2,3.40780982971,29,13,3724598986.5,3724598986.68,3659567756.6,44.36829,-124.9528,0.0,34.0204908753,29,29,internal_timestamp,389.429992676,29,29,601242,1450578956,6.45450019836,29,29,3659567756.6
"('577',)",34.0882987976,1,0,1028.50824279,29,29,2,3.40882987976,29,13,3724598986.5,3724598986.68,3659567767.6,44.36829,-124.9528,0.0,34.0200728596,29,29,internal_timestamp,388.230010986,29,29,600892,1450578967,6.46689987183,29,29,3659567767.6
"('578',)",34.0922012329,1,0,1028.50301794,29,29,2,3.40922012329,29,13,3724598986.5,3724598986.68,3659567778.6,44.36829,-124.9528,0.0,34.0200111886,29,29,internal_timestamp,387.25,29,29,600816,1450578978,6.47179985046,29,29,3659567778.6
"('579',)",34.0942001343,1,0,1028.49843607,29,29,2,3.40942001343,29,13,3724598986.5,3724598986.68,3659567789.6,44.36829,-124.9528,0.0,34.0197711298,29,29,internal_timestamp,386.380004883,29,29,600063,1450578989,6.47469997406,29,29,3659567789.6
"('580',)",34.0954017639,1,0,1028.49484194,29,29,2,3.40954017639,29,13,3724598986.5,3724598986.68,3659567800.6,44.36829,-124.9528,0.0,34.0202119878,29,29,internal_timestamp,385.559997559,29,29,598526,1450579000,6.47599983215,29,29,3659567800.6
"('581',)",34.0962982178,1,0,1028.49021722,29,29,2,3.40962982178,29,13,3724598986.5,3724598986.68,3659567811.61,44.36829,-124.9528,0.0,34.0202928819,29,29,internal_timestamp,384.579986572,29,29,606528,1450579011,6.47739982605,29,29,3659567811.61
"('582',)",34.101398468,1,0,1028.48364106,29,29,2,3.4101398468,29,13,3724598986.5,3724598986.68,3659567822.61,44.36829,-124.9528,0.0,34.0195269081,29,29,internal_timestamp,383.489990234,29,29,605298,1450579022,6.48439979553,29,29,3659567822.61
"('583',)",34.1043014526,1,0,1028.47716955,29,29,2,3.41043014526,29,13,3724598986.5,3724598986.68,3659567833.6,44.36829,-124.9528,0.0,34.0196092609,29,29,internal_timestamp,382.179992676,29,29,602761,1450579033,6.48820018768,29,29,3659567833.6
"('584',)",34.1347007751,1,0,1028.46203516,29,29,2,3.41347007751,29,13,3724598986.5,3724598986.68,3659567844.61,44.36829,-124.9528,0.0,34.0150239396,29,29,internal_timestamp,380.859985352,29,29,611519,1450579044,6.52740001678,29,29,3659567844.61
"('585',)",34.1366996765,1,0,1028.45698344,29,29,2,3.41366996765,29,13,3724598986.5,3724598986.69,3659567855.61,44.36829,-124.9528,0.0,34.0164857835,29,29,internal_timestamp,379.549987793,29,29,607696,1450579055,6.52880001068,29,29,3659567855.61
"('586',)",34.1384010315,1,0,1028.45130691,29,29,2,3.41384010315,29,13,3724598986.5,3724598986.62,3659567866.61,44.36829,-124.9528,0.0,34.0166716481,29,29,internal_timestamp,378.350006104,29,29,605633,1450579066,6.5310997963,29,29,3659567866.61
"('587',)",34.1390991211,1,0,1028.44557652,29,29,2,3.41390991211,29,13,3724598986.5,3724598986.62,3659567877.61,44.36829,-124.9528,0.0,34.0165302223,29,29,internal_timestamp,377.170013428,29,29,611687,1450579077,6.53259992599,29,29,3659567877.61
"('588',)",34.1405982971,1,0,1028.43984929,29,29,2,3.41405982971,29,13,3724598986.5,3724598986.62,3659567888.61,44.36829,-124.9528,0.0,34.0164771288,29,29,internal_timestamp,376.0,29,29,609678,1450579088,6.53490018845,29,29,3659567888.61
"('589',)",34.1417999268,1,0,1028.43330705,29,29,2,3.41417999268,29,13,3724598986.5,3724598986.62,3659567899.62,44.36829,-124.9528,0.0,34.0165990299,29,29,internal_timestamp,374.609985352,29,29,615570,1450579099,6.53679990768,29,29,3659567899.62
"('590',)",34.1500015259,1,0,1028.42429193,29,29,2,3.41500015259,29,13,3724598986.5,3724598986.62,3659567910.61,44.36829,-124.9528,0.0,34.015684478,29,29,internal_timestamp,373.130004883,29,29,609595,1450579110,6.54759979248,29,29,3659567910.61
"('591',)",34.1590995789,1,0,1028.41506739,29,29,2,3.41590995789,29,13,3724598986.5,3724598986.62,3659567921.62,44.36829,-124.9528,0.0,34.0149970825,29,29,internal_timestamp,371.589996338,29,29,617793,1450579121,6.55919981003,29,29,3659567921.62
"('592',)",34.1637992859,1,0,1028.40724221,29,29,2,3.41637992859,29,13,3724598986.5,3724598986.62,3659567932.62,44.36829,-124.9528,0.0,34.0148771154,29,29,internal_timestamp,370.089996338,29,29,615364,1450579132,6.56529998779,29,29,3659567932.62
"('593',)",34.165599823,1,0,1028.39979058,29,29,2,3.4165599823,29,13,3724598986.5,3724598986.63,3659567943.61,44.36829,-124.9528,0.0,34.0140694008,29,29,internal_timestamp,368.709991455,29,29,612728,1450579143,6.56879997253,29,29,3659567943.61
"('594',)",34.1691017151,1,0,1028.39357907,29,29,2,3.41691017151,29,13,3724598986.5,3724598986.63,3659567954.62,44.36829,-124.9528,0.0,34.0141832648,29,29,internal_timestamp,367.470001221,29,29,621354,1450579154,6.57320022583,29,29,3659567954.62
"('595',)",34.1730003357,1,0,1028.38756509,29,29,2,3.41730003357,29,13,3724598986.5,3724598986.63,3659567965.62,44.36829,-124.9528,0.0,34.0138748294,29,29,internal_timestamp,366.369995117,29,29,618047,1450579165,6.57840013504,29,29,3659567965.62
"('596',)",34.1817016602,1,0,1028.38034782,29,29,2,3.41817016602,29,13,3724598986.5,3724598986.63,3659567976.62,44.36829,-124.9528,0.0,34.011925499,29,29,internal_timestamp,365.5,29,29,624432,1450579176,6.59049987793,29,29,3659567976.62
"('597',)",34.1813011169,1,0,1028.37590225,29,29,2,3.41813011169,29,13,3724598986.5,3724598986.63,3659567987.62,44.36829,-124.9528,0.0,34.0110782006,29,29,internal_timestamp,364.700012207,29,29,622139,1450579187,6.59130001068,29,29,3659567987.62
"('598',)",34.1674995422,1,0,1028.37077073,29,29,2,3.41674995422,29,13,3724598986.5,3724598986.63,3659567998.62,44.36829,-124.9528,0.0,34.0075329492,29,29,internal_timestamp,363.839996338,29,29,619431,1450579198,6.5798997879,29,29,3659567998.62
"('599',)",34.1731987,1,0,1028.36452537,29,29,2,3.41731987,29,13,3724598986.5,3724598986.63,3659568008.62,44.36829,-124.9528,0.0,34.0054727911,29,29,internal_timestamp,363.100006104,29,29,622150,1450579208,6.58869981766,29,29,3659568008.62
"('600',)",34.1890983582,1,0,1028.35849821,29,29,2,3.41890983582,29,13,3724598986.5,3724598986.63,3659568020.62,44.36829,-124.9528,0.0,34.006473037,29,29,internal_timestamp,362.140014648,29,29,619429,1450579220,6.60589981079,29,29,3659568020.62
"('601',)",34.195400238,1,0,1028.35326291,29,29,2,3.4195400238,29,13,3724598986.5,3724598986.63,3659568031.63,44.36829,-124.9528,0.0,34.0065580616,29,29,internal_timestamp,361.209991455,29,29,626666,1450579231,6.61329984665,29,29,3659568031.63
"('602',)",34.2019996643,1,0,1028.34813577,29,29,2,3.42019996643,29,13,3724598986.5,3724598986.63,3659568042.62,44.36829,-124.9528,0.0,34.00665964,29,29,internal_timestamp,360.309997559,29,29,621018,1450579242,6.62099981308,29,29,3659568042.62
"('603',)",34.2122993469,1,0,1028.33816319,29,29,2,3.42122993469,29,13,3724598986.5,3724598986.63,3659568053.63,44.36829,-124.9528,0.0,34.002566502,29,29,internal_timestamp,359.329986572,29,29,628019,1450579253,6.63710021973,29,29,3659568053.63
"('604',)",34.2150001526,1,0,1028.33102569,29,29,2,3.42150001526,29,13,3724598986.5,3724598986.63,3659568064.63,44.36829,-124.9528,0.0,34.0003955535,29,29,internal_timestamp,358.320007324,29,29,626286,1450579264,6.64279985428,29,29,3659568064.63
"('605',)",34.216999054,1,0,1028.32562047,29,29,2,3.4216999054,29,13,3724598986.5,3724598986.63,3659568074.63,44.36829,-124.9528,0.0,33.9993712283,29,29,internal_timestamp,357.429992676,29,29,630295,1450579274,6.64650011063,29,29,3659568074.63
"('606',)",34.2178001404,1,0,1028.32039946,29,29,2,3.42178001404,29,13,3724598986.5,3724598986.63,3659568086.63,44.36829,-124.9528,0.0,33.9992953266,29,29,internal_timestamp,356.350006104,29,29,629410,1450579286,6.64799976349,29,29,3659568086.63
"('607',)",34.21900177,1,0,1028.31518964,29,29,2,3.421900177,29,13,3724598986.5,3724598986.63,3659568097.63,44.36829,-124.9528,0.0,33.9979457555,29,29,internal_timestamp,355.540008545,29,29,627316,1450579297,6.65110015869,29,29,3659568097.63
"('608',)",34.2212982178,1,0,1028.30922157,29,29,2,3.42212982178,29,13,3724598986.5,3724598986.63,3659568108.64,44.36829,-124.9528,0.0,33.9952627005,29,29,internal_timestamp,354.869995117,29,29,636341,1450579308,6.65670013428,29,29,3659568108.64
"('609',)",34.2285003662,1,0,1028.30168834,29,29,2,3.42285003662,29,13,3724598986.5,3724598986.63,3659568119.63,44.36829,-124.9528,0.0,33.9918738628,29,29,internal_timestamp,354.170013428,29,29,634282,1450579319,6.66849994659,29,29,3659568119.63
"('610',)",34.2275009155,1,0,1028.2951656,29,29,2,3.42275009155,29,13,3724598986.5,3724598986.63,3659568130.63,44.36829,-124.9528,0.0,33.9881365695,29,29,internal_timestamp,353.480010986,29,29,630345,1450579330,6.67150020599,29,29,3659568130.63
"('611',)",34.2235984802,1,0,1028.28952662,29,29,2,3.42235984802,29,13,3724598986.5,3724598986.63,3659568141.64,44.36829,-124.9528,0.0,33.9843091108,29,29,internal_timestamp,352.899993896,29,29,635581,1450579341,6.67129993439,29,29,3659568141.64
"('612',)",34.2224006653,1,0,1028.28623268,29,29,2,3.42224006653,29,13,3724598986.5,3724598986.63,3659568152.63,44.36829,-124.9528,0.0,33.9834661593,29,29,internal_timestamp,352.320007324,29,29,633183,1450579352,6.67110013962,29,29,3659568152.63
"('613',)",34.2238006592,1,0,1028.28026101,29,29,2,3.42238006592,29,13,3724598986.5,3724598986.63,3659568163.64,44.36829,-124.9528,0.0,33.9811310911,29,29,internal_timestamp,351.549987793,29,29,639652,1450579363,6.67539978027,29,29,3659568163.64
"('614',)",34.2279014587,1,0,1028.27412869,29,29,2,3.42279014587,29,13,3724598986.5,3724598986.63,3659568174.64,44.36829,-124.9528,0.0,33.9787792949,29,29,internal_timestamp,350.839996338,29,29,637367,1450579374,6.68270015717,29,29,3659568174.64
"('615',)",34.2282981873,1,0,1028.27132323,29,29,2,3.42282981873,29,13,3724598986.5,3724598986.63,3659568185.64,44.36829,-124.9528,0.0,33.9790331455,29,29,internal_timestamp,350.200012207,29,29,641697,1450579385,6.68319988251,29,29,3659568185.64
"('616',)",34.2290992737,1,0,1028.2683701,29,29,2,3.42290992737,29,13,3724598986.5,3724598986.63,3659568196.64,44.36829,-124.9528,0.0,33.9786951912,29,29,internal_timestamp,349.660003662,29,29,636517,1450579396,6.68470001221,29,29,3659568196.64
"('617',)",34.2290992737,1,0,1028.26534302,29,29,2,3.42290992737,29,13,3724598986.5,3724598986.63,3659568207.64,44.36829,-124.9528,0.0,33.9790443986,29,29,internal_timestamp,348.940002441,29,29,644345,1450579407,6.68470001221,29,29,3659568207.64
"('618',)",34.2286987305,1,0,1028.26243533,29,29,2,3.42286987305,29,13,3724598986.5,3724598986.64,3659568218.64,44.36829,-124.9528,0.0,33.9795547074,29,29,internal_timestamp,348.200012207,29,29,641841,1450579418,6.68410015106,29,29,3659568218.64
"('619',)",34.2341003418,1,0,1028.25843701,29,29,2,3.42341003418,29,13,3724598986.5,3724598986.64,3659568229.64,44.36829,-124.9528,0.0,33.9790702041,29,29,internal_timestamp,347.619995117,29,29,639878,1450579429,6.69089984894,29,29,3659568229.64
"('620',)",34.2389984131,1,0,1028.25407746,29,29,2,3.42389984131,29,13,3724598986.5,3724598986.64,3659568240.65,44.36829,-124.9528,0.0,33.9779111724,29,29,internal_timestamp,347.079986572,29,29,646606,1450579440,6.69780015945,29,29,3659568240.65
"('621',)",34.2386016846,1,0,1028.25153628,29,29,2,3.42386016846,29,13,3724598986.5,3724598986.64,3659568251.64,44.36829,-124.9528,0.0,33.978164989,29,29,internal_timestamp,346.470001221,29,29,642653,1450579451,6.69740009308,29,29,3659568251.64
"('622',)",34.2383995056,1,0,1028.24880418,29,29,2,3.42383995056,29,13,3724598986.5,3724598986.64,3659568262.65,44.36829,-124.9528,0.0,33.9783465278,29,29,internal_timestamp,345.839996338,29,29,648509,1450579462,6.69729995728,29,29,3659568262.65
"('623',)",34.2379989624,1,0,1028.24508556,29,29,2,3.42379989624,29,13,3724598986.5,3724598986.64,3659568273.64,44.36829,-124.9528,0.0,33.9781839877,29,29,internal_timestamp,345.059997559,29,29,644536,1450579473,6.69740009308,29,29,3659568273.64
"('624',)",34.2382011414,1,0,1028.24109431,29,29,2,3.42382011414,29,13,3724598986.5,3724598986.64,3659568284.65,44.36829,-124.9528,0.0,33.9782308935,29,29,internal_timestamp,344.200012207,29,29,650396,1450579484,6.69799995422,29,29,3659568284.65
"('625',)",34.2383995056,1,0,1028.23623094,29,29,2,3.42383995056,29,13,3724598986.5,3724598986.64,3659568295.65,44.36829,-124.9528,0.0,33.9773882428,29,29,internal_timestamp,343.329986572,29,29,645713,1450579495,6.69950008392,29,29,3659568295.65
"('626',)",34.2416992188,1,0,1028.23113724,29,29,2,3.42416992188,29,13,3724598986.5,3724598986.64,3659568306.65,44.36829,-124.9528,0.0,33.9764713829,29,29,internal_timestamp,342.529998779,29,29,652199,1450579506,6.70450019836,29,29,3659568306.65
"('627',)",34.245098114,1,0,1028.22656142,29,29,2,3.4245098114,29,13,3724598986.5,3724598986.64,3659568317.65,44.36829,-124.9528,0.0,33.9751767168,29,29,internal_timestamp,341.920013428,29,29,647717,1450579517,6.70989990234,29,29,3659568317.65
"('628',)",34.2456016541,1,0,1028.22333907,29,29,2,3.42456016541,29,13,3724598986.5,3724598986.64,3659568328.66,44.36829,-124.9528,0.0,33.9749499015,29,29,internal_timestamp,341.290008545,29,29,657151,1450579528,6.71099996567,29,29,3659568328.66
"('629',)",34.2456016541,1,0,1028.22091565,29,29,2,3.42456016541,29,13,3724598986.5,3724598986.64,3659568339.66,44.36829,-124.9528,0.0,33.9754480685,29,29,internal_timestamp,340.670013428,29,29,657428,1450579539,6.7108001709,29,29,3659568339.66
"('630',)",34.2462005615,1,0,1028.21785997,29,29,2,3.42462005615,29,13,3724598986.5,3724598986.64,3659568350.65,44.36829,-124.9528,0.0,33.9753167255,29,29,internal_timestamp,340.059997559,29,29,654767,1450579550,6.71190023422,29,29,3659568350.65
"('631',)",34.2459983826,1,0,1028.21504738,29,29,2,3.42459983826,29,13,3724598986.5,3724598986.64,3659568361.65,44.36829,-124.9528,0.0,33.9749606338,29,29,internal_timestamp,339.519989014,29,29,650145,1450579561,6.71229982376,29,29,3659568361.65
"('632',)",34.2458000183,1,0,1028.2120657,29,29,2,3.42458000183,29,13,3724598986.5,3724598986.64,3659568372.66,44.36829,-124.9528,0.0,33.9751750622,29,29,internal_timestamp,338.829986572,29,29,657696,1450579572,6.71220016479,29,29,3659568372.66
"('633',)",34.2513999939,1,0,1028.20624233,29,29,2,3.42513999939,29,13,3724598986.5,3724598986.64,3659568383.65,44.36829,-124.9528,0.0,33.9742631652,29,29,internal_timestamp,337.950012207,29,29,654670,1450579583,6.71979999542,29,29,3659568383.65
"('634',)",34.2611999512,1,0,1028.19989555,29,29,2,3.42611999512,29,13,3724598986.5,3724598986.64,3659568393.66,44.36829,-124.9528,0.0,33.9730987446,29,29,internal_timestamp,337.149993896,29,29,657185,1450579593,6.73229980469,29,29,3659568393.66
"('635',)",34.2695007324,1,0,1028.19477273,29,29,2,3.42695007324,29,13,3724598986.5,3724598986.64,3659568405.66,44.36829,-124.9528,0.0,33.9736003792,29,29,internal_timestamp,336.230010986,29,29,657181,1450579605,6.74149990082,29,29,3659568405.66
"('636',)",34.2743988037,1,0,1028.19009774,29,29,2,3.42743988037,29,13,3724598986.5,3724598986.64,3659568416.67,44.36829,-124.9528,0.0,33.9740079698,29,29,internal_timestamp,335.309997559,29,29,665446,1450579616,6.74700021744,29,29,3659568416.67
"('637',)",34.2788009644,1,0,1028.18466097,29,29,2,3.42788009644,29,13,3724598986.5,3724598986.64,3659568427.67,44.36829,-124.9528,0.0,33.9745638163,29,29,internal_timestamp,334.179992676,29,29,668056,1450579627,6.75190019608,29,29,3659568427.67
"('638',)",34.2872009277,1,0,1028.1778091,29,29,2,3.42872009277,29,13,3724598986.5,3724598986.64,3659568438.66,44.36829,-124.9528,0.0,33.974725316,29,29,internal_timestamp,332.959991455,29,29,658612,1450579638,6.76170015335,29,29,3659568438.66
"('639',)",34.2932014465,1,0,1028.1728902,29,29,2,3.42932014465,29,13,3724598986.5,3724598986.64,3659568449.67,44.36829,-124.9528,0.0,33.9756089857,29,29,internal_timestamp,331.929992676,29,29,666379,1450579649,6.76800012589,29,29,3659568449.67
"('640',)",34.300201416,1,0,1028.16705349,29,29,2,3.4300201416,29,13,3724598986.5,3724598986.64,3659568460.66,44.36829,-124.9528,0.0,33.9751735528,29,29,internal_timestamp,331.0,29,29,661443,1450579660,6.77670001984,29,29,3659568460.66
"('641',)",34.2988014221,1,0,1028.16232545,29,29,2,3.42988014221,29,13,3724598986.5,3724598986.68,3659568471.67,44.36829,-124.9528,0.0,33.9742558586,29,29,internal_timestamp,330.119995117,29,29,668828,1450579671,6.77650022507,29,29,3659568471.67
"('642',)",34.3106994629,1,0,1028.15572394,29,29,2,3.43106994629,29,13,3724598986.5,3724598986.68,3659568482.66,44.36829,-124.9528,0.0,33.9732281929,29,29,internal_timestamp,329.309997559,29,29,664637,1450579682,6.79120016098,29,29,3659568482.66
"('643',)",34.3188018799,1,0,1028.14963017,29,29,2,3.43188018799,29,13,3724598986.5,3724598986.68,3659568493.67,44.36829,-124.9528,0.0,33.9725043779,29,29,internal_timestamp,328.420013428,29,29,672097,1450579693,6.80140018463,29,29,3659568493.67
"('644',)",34.3268013,1,0,1028.14432911,29,29,2,3.43268013,29,13,3724598986.5,3724598986.68,3659568504.67,44.36829,-124.9528,0.0,33.9727670791,29,29,internal_timestamp,327.5,29,29,671106,1450579704,6.81050014496,29,29,3659568504.67
"('645',)",34.3287010193,1,0,1028.14025327,29,29,2,3.43287010193,29,13,3724598986.5,3724598986.68,3659568515.67,44.36829,-124.9528,0.0,33.9731114561,29,29,internal_timestamp,326.619995117,29,29,666666,1450579715,6.81269979477,29,29,3659568515.67
"('646',)",34.3306007385,1,0,1028.13609642,29,29,2,3.43306007385,29,13,3724598986.5,3724598986.68,3659568526.67,44.36829,-124.9528,0.0,33.9729180219,29,29,internal_timestamp,325.829986572,29,29,674107,1450579726,6.8154001236,29,29,3659568526.67
"('647',)",34.3307991028,1,0,1028.13226992,29,29,2,3.43307991028,29,13,3724598986.5,3724598986.68,3659568537.67,44.36829,-124.9528,0.0,33.9729410138,29,29,internal_timestamp,325.010009766,29,29,670588,1450579737,6.81599998474,29,29,3659568537.67
"('648',)",34.3331985474,1,0,1028.12845347,29,29,2,3.43331985474,29,13,3724598986.5,3724598986.68,3659568548.67,44.36829,-124.9528,0.0,33.9731988002,29,29,internal_timestamp,324.220001221,29,29,668292,1450579748,6.81879997253,29,29,3659568548.67
"('649',)",34.3345985413,1,0,1028.12443048,29,29,2,3.43345985413,29,13,3724598986.5,3724598986.68,3659568559.68,44.36829,-124.9528,0.0,33.97326477,29,29,internal_timestamp,323.390014648,29,29,678395,1450579759,6.82070016861,29,29,3659568559.68
