obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('0',)",3772425002.68,14,3.50119996071,3779218469.02,3779218539.22,3772425002.68,0.0,internal_timestamp,69.2659988403,1563436202.68,33.8774986267,1,7.79580020905,1026.74258174,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('1',)",3772425002.74,14,3.50121998787,3779218469.04,3779218539.22,3772425002.74,0.0,internal_timestamp,69.2649993896,1563436202.74,33.8777999878,0,7.79570007324,1026.74282845,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('2',)",3772425002.81,14,3.50148010254,3779218469.04,3779218539.22,3772425002.81,0.0,internal_timestamp,69.2630004883,1563436202.81,33.8805007935,0,7.79589986801,1026.74491063,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('3',)",3772425002.87,14,3.50119996071,3779218469.04,3779218539.22,3772425002.87,0.0,internal_timestamp,69.2659988403,1563436202.87,33.8776016235,0,7.79570007324,1026.74267729,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('4',)",3772425002.93,14,3.50121998787,3779218469.04,3779218539.22,3772425002.93,0.0,internal_timestamp,69.2649993896,1563436202.93,33.8776016235,0,7.79589986801,1026.74264342,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('5',)",3772425002.99,14,3.49942994118,3779218469.04,3779218539.22,3772425002.99,0.0,internal_timestamp,69.263999939,1563436202.99,33.8647994995,0,7.7891998291,1026.73356837,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('6',)",3772425003.06,14,3.49904990196,3779218469.04,3779218539.22,3772425003.06,0.0,internal_timestamp,69.2679977417,1563436203.06,33.8652992249,0,7.78459978104,1026.73465273,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('7',)",3772425003.12,14,3.50132989883,3779218469.04,3779218539.22,3772425003.12,0.0,internal_timestamp,69.2630004883,1563436203.12,33.8801994324,0,7.79440021515,1026.7448938,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('8',)",3772425003.18,14,3.50099992752,3779218469.04,3779218539.22,3772425003.18,0.0,internal_timestamp,69.2659988403,1563436203.18,33.8787994385,0,7.7922000885,1026.74413071,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('9',)",3772425003.25,14,3.50043010712,3779218469.04,3779218539.22,3772425003.25,0.0,internal_timestamp,69.263999939,1563436203.25,33.8757019043,0,7.78910017014,1026.74214352,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('10',)",3772425003.31,14,3.49978995323,3779218469.04,3779218539.22,3772425003.31,0.0,internal_timestamp,69.263999939,1563436203.31,33.8717002869,0,7.78609991074,1026.73944088,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('11',)",3772425003.37,14,3.49926996231,3779218469.04,3779218539.22,3772425003.37,0.0,internal_timestamp,69.2679977417,1563436203.37,33.8680000305,0,7.7842001915,1026.73683194,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('12',)",3772425003.43,14,3.49909996986,3779218469.04,3779218539.22,3772425003.43,0.0,internal_timestamp,69.2659988403,1563436203.43,33.8669013977,0,7.78340005875,1026.73607725,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('13',)",3772425003.49,14,3.49904990196,3779218469.04,3779218539.22,3772425003.49,0.0,internal_timestamp,69.2649993896,1563436203.49,33.8666992188,0,7.78299999237,1026.73597248,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('14',)",3772425003.56,14,3.49903011322,3779218469.04,3779218539.22,3772425003.56,0.0,internal_timestamp,69.266998291,1563436203.56,33.8671989441,0,7.78240013123,1026.73646187,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('15',)",3772425003.62,14,3.49900007248,3779218469.04,3779218539.22,3772425003.62,0.0,internal_timestamp,69.266998291,1563436203.62,33.8679008484,0,7.7813000679,1026.73717405,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('16',)",3772425003.68,14,3.49896001816,3779218469.04,3779218539.22,3772425003.68,0.0,internal_timestamp,69.2689971924,1563436203.68,33.8688011169,0,7.77990007401,1026.73809506,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('17',)",3772425003.74,14,3.49892997742,3779218469.04,3779218539.22,3772425003.74,0.0,internal_timestamp,69.2679977417,1563436203.74,33.8695983887,0,7.77869987488,1026.73889218,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('18',)",3772425003.81,14,3.49890995026,3779218469.04,3779218539.22,3772425003.81,0.0,internal_timestamp,69.2710037231,1563436203.81,33.8703994751,0,7.77769994736,1026.73968136,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('19',)",3772425003.87,14,3.49889993668,3779218469.04,3779218539.23,3772425003.87,0.0,internal_timestamp,69.2689971924,1563436203.87,33.8713989258,0,7.77659988403,1026.74061793,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('20',)",3772425003.93,14,3.49890995026,3779218469.04,3779218539.23,3772425003.93,0.0,internal_timestamp,69.2730026245,1563436203.93,33.8726005554,0,7.77549982071,1026.74174085,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('21',)",3772425003.99,14,3.49892997742,3779218469.04,3779218539.23,3772425003.99,0.0,internal_timestamp,69.2730026245,1563436203.99,33.8737983704,0,7.77449989319,1026.74282774,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('22',)",3772425004.06,14,3.498939991,3779218469.04,3779218539.23,3772425004.06,0.0,internal_timestamp,69.2760009766,1563436204.06,33.8746986389,0,7.77370023727,1026.74366543,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('23',)",3772425004.12,14,3.49895000458,3779218469.04,3779218539.23,3772425004.12,0.0,internal_timestamp,69.2760009766,1563436204.12,33.875,0,7.77349996567,1026.74393137,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('24',)",3772425004.18,14,3.49896001816,3779218469.04,3779218539.23,3772425004.18,0.0,internal_timestamp,69.28099823,1563436204.18,33.8746986389,0,7.77390003204,1026.74365913,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('25',)",3772425004.98,14,3.49898004532,3779218469.04,3779218539.23,3772425004.98,0.0,internal_timestamp,69.2789993286,1563436204.98,33.8736991882,0,7.77510023117,1026.74268953,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('26',)",3772425005.0,14,3.49902009964,3779218469.04,3779218539.23,3772425005.0,0.0,internal_timestamp,69.2829971313,1563436205.0,33.8725013733,0,7.77680015564,1026.74151856,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('27',)",3772425005.0,14,3.49904990196,3779218469.04,3779218539.23,3772425005.0,0.0,internal_timestamp,69.283996582,1563436205.0,33.8712997437,0,7.77839994431,1026.74034546,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('28',)",3772425005.01,14,3.4990799427,3779218469.04,3779218539.23,3772425005.01,0.0,internal_timestamp,69.2850036621,1563436205.01,33.8708992004,0,7.77909994125,1026.73993311,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('29',)",3772425005.02,14,3.49908995628,3779218469.04,3779218539.23,3772425005.02,0.0,internal_timestamp,69.2870025635,1563436205.02,33.8716011047,0,7.77839994431,1026.74059589,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('30',)",3772425005.02,14,3.49908995628,3779218469.04,3779218539.23,3772425005.02,0.0,internal_timestamp,69.2880020142,1563436205.02,33.8734016418,0,7.77659988403,1026.74227775,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('31',)",3772425005.03,14,3.49906992912,3779218469.04,3779218539.23,3772425005.03,0.0,internal_timestamp,69.2890014648,1563436205.03,33.8754005432,0,7.77440023422,1026.74417383,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('32',)",3772425005.03,14,3.49905991554,3779218469.04,3779218539.23,3772425005.03,0.0,internal_timestamp,69.2919998169,1563436205.03,33.876701355,0,7.77290010452,1026.74542854,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('33',)",3772425005.04,14,3.49903011322,3779218469.04,3779218539.23,3772425005.04,0.0,internal_timestamp,69.2919998169,1563436205.04,33.8765983582,0,7.77260017395,1026.74539155,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('34',)",3772425005.04,14,3.49901008606,3779218469.04,3779218539.23,3772425005.04,0.0,internal_timestamp,69.2919998169,1563436205.04,33.8758010864,0,7.7733001709,1026.74466308,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('35',)",3772425005.05,14,3.49900007248,3779218469.04,3779218539.23,3772425005.05,0.0,internal_timestamp,69.2910003662,1563436205.05,33.8746986389,0,7.77430009842,1026.7436465,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('36',)",3772425005.05,14,3.49900007248,3779218469.04,3779218539.23,3772425005.05,0.0,internal_timestamp,69.2990036011,1563436205.05,33.8737983704,0,7.77530002594,1026.74283,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('37',)",3772425005.06,14,3.49901008606,3779218469.04,3779218539.23,3772425005.06,0.0,internal_timestamp,69.3000030518,1563436205.06,33.8731002808,0,7.77610015869,1026.74216933,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('38',)",3772425005.07,14,3.49902009964,3779218469.04,3779218539.23,3772425005.07,0.0,internal_timestamp,69.3000030518,1563436205.07,33.8725013733,0,7.77670001984,1026.74161127,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('39',)",3772425005.12,14,3.4989900589,3779218469.04,3779218539.23,3772425005.12,0.0,internal_timestamp,69.3050003052,1563436205.12,33.8716011047,0,7.77740001678,1026.74082484,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('40',)",3772425005.18,14,3.49895000458,3779218469.04,3779218539.23,3772425005.18,0.0,internal_timestamp,69.3079986572,1563436205.18,33.8708000183,0,7.77780008316,1026.74015102,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('41',)",3772425005.24,14,3.49889993668,3779218469.04,3779218539.23,3772425005.24,0.0,internal_timestamp,69.3069992065,1563436205.24,33.870098114,0,7.77799987793,1026.73956604,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('42',)",3772425005.31,14,3.49886989594,3779218469.04,3779218539.23,3772425005.31,0.0,internal_timestamp,69.3099975586,1563436205.31,33.8694992065,0,7.77820014954,1026.73908021,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('43',)",3772425005.37,14,3.49884009361,3779218469.04,3779218539.23,3772425005.37,0.0,internal_timestamp,69.31199646,1563436205.37,33.8689994812,0,7.77839994431,1026.73866775,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('44',)",3772425005.43,14,3.49882006645,3779218469.04,3779218539.23,3772425005.43,0.0,internal_timestamp,69.3140029907,1563436205.43,33.8689002991,0,7.7782998085,1026.73861374,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('45',)",3772425005.49,14,3.49881005287,3779218469.04,3779218539.23,3772425005.49,0.0,internal_timestamp,69.3140029907,1563436205.49,33.8690986633,0,7.77790021896,1026.73882798,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('46',)",3772425005.56,14,3.49879002571,3779218469.04,3779218539.23,3772425005.56,0.0,internal_timestamp,69.3180007935,1563436205.56,33.8698005676,0,7.77699995041,1026.73952923,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('47',)",3772425005.62,14,3.49876999855,3779218469.04,3779218539.23,3772425005.62,0.0,internal_timestamp,69.3229980469,1563436205.62,33.8707008362,0,7.77589988708,1026.74042007,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('48',)",3772425005.68,14,3.49875998497,3779218469.04,3779218539.23,3772425005.68,0.0,internal_timestamp,69.3219985962,1563436205.68,33.8717002869,0,7.77470016479,1026.74137584,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('49',)",3772425005.74,14,3.49873995781,3779218469.04,3779218539.23,3772425005.74,0.0,internal_timestamp,69.3249969482,1563436205.74,33.8727989197,0,7.77339982986,1026.74244255,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('50',)",3772425005.81,14,3.49870991707,3779218469.04,3779218539.23,3772425005.81,0.0,internal_timestamp,69.3249969482,1563436205.81,33.8737983704,0,7.77199983597,1026.74343218,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('51',)",3772425005.87,14,3.49867010117,3779218469.04,3779218539.23,3772425005.87,0.0,internal_timestamp,69.3300018311,1563436205.87,33.8745002747,0,7.77089977264,1026.74416725,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('52',)",3772425005.93,14,3.49865007401,3779218469.04,3779218539.23,3772425005.93,0.0,internal_timestamp,69.3280029297,1563436205.93,33.8746986389,0,7.7704000473,1026.74438694,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('53',)",3772425006.0,14,3.49864006042,3779218469.04,3779218539.23,3772425006.0,0.0,internal_timestamp,69.3339996338,1563436206.0,33.8745002747,0,7.77050018311,1026.74424406,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('54',)",3772425006.06,14,3.49863004684,3779218469.04,3779218539.23,3772425006.06,0.0,internal_timestamp,69.3359985352,1563436206.06,33.8740005493,0,7.77099990845,1026.74378772,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('55',)",3772425006.12,14,3.49863004684,3779218469.04,3779218539.23,3772425006.12,0.0,internal_timestamp,69.3420028687,1563436206.12,33.873500824,0,7.77150011063,1026.7433497,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('56',)",3772425006.18,14,3.49863004684,3779218469.04,3779218539.23,3772425006.18,0.0,internal_timestamp,69.3430023193,1563436206.18,33.873298645,0,7.77159976959,1026.74318095,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('57',)",3772425006.25,14,3.49863004684,3779218469.04,3779218539.23,3772425006.25,0.0,internal_timestamp,69.34400177,1563436206.25,33.873298645,0,7.77159976959,1026.74318554,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('58',)",3772425006.31,14,3.49864006042,3779218469.04,3779218539.23,3772425006.31,0.0,internal_timestamp,69.34400177,1563436206.31,33.873500824,0,7.77150011063,1026.74335888,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('59',)",3772425006.37,14,3.49865007401,3779218469.04,3779218539.23,3772425006.37,0.0,internal_timestamp,69.3509979248,1563436206.37,33.8734016418,0,7.7716999054,1026.74328388,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('60',)",3772425006.43,14,3.49867010117,3779218469.04,3779218539.23,3772425006.43,0.0,internal_timestamp,69.3529968262,1563436206.43,33.8730010986,0,7.77229976654,1026.74289077,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('61',)",3772425006.5,14,3.49868988991,3779218469.04,3779218539.24,3772425006.5,0.0,internal_timestamp,69.3539962769,1563436206.5,33.8723983765,0,7.7732000351,1026.74229037,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('62',)",3772425006.56,14,3.49869990349,3779218469.04,3779218539.24,3772425006.56,0.0,internal_timestamp,69.3570022583,1563436206.56,33.871799469,0,7.77390003204,1026.74173146,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('63',)",3772425006.62,14,3.49872994423,3779218469.04,3779218539.24,3772425006.62,0.0,internal_timestamp,69.3600006104,1563436206.62,33.8717002869,0,7.77430009842,1026.74160881,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('64',)",3772425006.68,14,3.49874997139,3779218469.04,3779218539.24,3772425006.68,0.0,internal_timestamp,69.3649978638,1563436206.68,33.8721008301,0,7.77419996262,1026.74196091,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('65',)",3772425006.74,14,3.49876999855,3779218469.04,3779218539.24,3772425006.74,0.0,internal_timestamp,69.3659973145,1563436206.74,33.8725013733,0,7.77400016785,1026.74230926,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('66',)",3772425006.81,14,3.49878001213,3779218469.04,3779218539.24,3772425006.81,0.0,internal_timestamp,69.3700027466,1563436206.81,33.8726997375,0,7.77379989624,1026.74251271,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('67',)",3772425006.87,14,3.49878001213,3779218469.04,3779218539.24,3772425006.87,0.0,internal_timestamp,69.3720016479,1563436206.87,33.8726997375,0,7.77390003204,1026.74250723,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('68',)",3772425006.93,14,3.49878001213,3779218469.04,3779218539.24,3772425006.93,0.0,internal_timestamp,69.3759994507,1563436206.93,33.8723983765,0,7.77409982681,1026.74225971,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('69',)",3772425007.0,14,3.49879002571,3779218469.04,3779218539.24,3772425007.0,0.0,internal_timestamp,69.3799972534,1563436207.0,33.8722991943,0,7.77440023422,1026.74215622,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('70',)",3772425007.06,14,3.49880003929,3779218469.04,3779218539.24,3772425007.06,0.0,internal_timestamp,69.3789978027,1563436207.06,33.8722991943,0,7.77449989319,1026.74213705,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('71',)",3772425007.12,14,3.49881005287,3779218469.04,3779218539.24,3772425007.12,0.0,internal_timestamp,69.3809967041,1563436207.12,33.8725013733,0,7.77440023422,1026.74231956,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('72',)",3772425007.18,14,3.49882006645,3779218469.04,3779218539.44,3772425007.18,0.0,internal_timestamp,69.3850021362,1563436207.18,33.8727989197,0,7.77419996262,1026.7426009,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('73',)",3772425007.24,14,3.49881005287,3779218469.04,3779218539.44,3772425007.24,0.0,internal_timestamp,69.3880004883,1563436207.24,33.8728981018,0,7.77400016785,1026.74272178,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('74',)",3772425007.31,14,3.49880003929,3779218469.04,3779218539.44,3772425007.31,0.0,internal_timestamp,69.3880004883,1563436207.31,33.8730010986,0,7.77379989624,1026.74283196,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('75',)",3772425007.37,14,3.49878001213,3779218469.04,3779218539.44,3772425007.37,0.0,internal_timestamp,69.3909988403,1563436207.37,33.8728981018,0,7.77370023727,1026.74277942,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('76',)",3772425007.43,14,3.49875998497,3779218469.04,3779218539.44,3772425007.43,0.0,internal_timestamp,69.3970031738,1563436207.43,33.8726005554,0,7.77370023727,1026.74257334,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('77',)",3772425007.49,14,3.49873995781,3779218469.04,3779218539.44,3772425007.49,0.0,internal_timestamp,69.4020004272,1563436207.49,33.8721008301,0,7.77400016785,1026.74215999,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('78',)",3772425007.56,14,3.49871993065,3779218469.04,3779218539.44,3772425007.56,0.0,internal_timestamp,69.4000015259,1563436207.56,33.8713989258,0,7.77449989319,1026.74152654,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('79',)",3772425007.62,14,3.49870991707,3779218469.04,3779218539.44,3772425007.62,0.0,internal_timestamp,69.4010009766,1563436207.62,33.8706016541,0,7.77519989014,1026.74080265,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('80',)",3772425007.68,14,3.49868988991,3779218469.04,3779218539.44,3772425007.68,0.0,internal_timestamp,69.4100036621,1563436207.68,33.8697013855,0,7.77610015869,1026.74000532,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('81',)",3772425007.75,14,3.49868988991,3779218469.04,3779218539.44,3772425007.75,0.0,internal_timestamp,69.4100036621,1563436207.75,33.8686981201,0,7.77699995041,1026.73908585,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('82',)",3772425007.81,14,3.49868988991,3779218469.04,3779218539.44,3772425007.81,0.0,internal_timestamp,69.4069976807,1563436207.81,33.8678016663,0,7.77799987793,1026.7382218,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('83',)",3772425007.87,14,3.49869990349,3779218469.04,3779218539.44,3772425007.87,0.0,internal_timestamp,69.4079971313,1563436207.87,33.8670005798,0,7.77880001068,1026.73748025,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('84',)",3772425007.93,14,3.49870991707,3779218469.04,3779218539.44,3772425007.93,0.0,internal_timestamp,69.4150009155,1563436207.93,33.8666000366,0,7.77939987183,1026.73711009,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('85',)",3772425007.99,14,3.49870991707,3779218469.04,3779218539.44,3772425007.99,0.0,internal_timestamp,69.4219970703,1563436207.99,33.8664016724,0,7.77960014343,1026.73695713,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('86',)",3772425008.06,14,3.49871993065,3779218469.04,3779218539.44,3772425008.06,0.0,internal_timestamp,69.422996521,1563436208.06,33.8665008545,0,7.77960014343,1026.7370396,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('87',)",3772425008.12,14,3.49872994423,3779218469.04,3779218539.44,3772425008.12,0.0,internal_timestamp,69.4250030518,1563436208.12,33.8669013977,0,7.77930021286,1026.73740722,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('88',)",3772425008.26,14,3.49873995781,3779218469.04,3779218539.44,3772425008.26,0.0,internal_timestamp,69.4280014038,1563436208.26,33.8672981262,1,7.77890014648,1026.73779106,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('89',)",3772425008.27,14,3.49872994423,3779218469.04,3779218539.44,3772425008.27,0.0,internal_timestamp,69.4300003052,1563436208.27,33.8676986694,0,7.77850008011,1026.7381733,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('90',)",3772425008.31,14,3.49872994423,3779218469.04,3779218539.44,3772425008.31,0.0,internal_timestamp,69.4319992065,1563436208.31,33.8680000305,0,7.77820014954,1026.73846301,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('91',)",3772425008.37,14,3.49872994423,3779218469.04,3779218539.44,3772425008.37,0.0,internal_timestamp,69.4359970093,1563436208.37,33.8681983948,0,7.77799987793,1026.73866643,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('92',)",3772425008.43,14,3.49873995781,3779218469.04,3779218539.44,3772425008.43,0.0,internal_timestamp,69.4400024414,1563436208.43,33.8683013916,0,7.77790021896,1026.73878027,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('93',)",3772425008.56,14,3.49875998497,3779218469.04,3779218539.44,3772425008.56,0.0,internal_timestamp,69.4430007935,1563436208.56,33.868598938,1,7.77780008316,1026.73904233,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('94',)",3772425008.57,14,3.49876999855,3779218469.04,3779218539.44,3772425008.57,0.0,internal_timestamp,69.4449996948,1563436208.57,33.8688011169,0,7.77769994736,1026.73922492,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('95',)",3772425008.62,14,3.49878001213,3779218469.04,3779218539.44,3772425008.62,0.0,internal_timestamp,69.4469985962,1563436208.62,33.8688011169,0,7.77780008316,1026.73921944,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('96',)",3772425008.68,14,3.49879002571,3779218469.04,3779218539.44,3772425008.68,0.0,internal_timestamp,69.4479980469,1563436208.68,33.8686981201,0,7.77799987793,1026.73911391,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('97',)",3772425008.74,14,3.49880003929,3779218469.04,3779218539.44,3772425008.74,0.0,internal_timestamp,69.4479980469,1563436208.74,33.868598938,0,7.7782998085,1026.73899213,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('98',)",3772425008.81,14,3.49881005287,3779218469.04,3779218539.44,3772425008.81,0.0,internal_timestamp,69.4499969482,1563436208.81,33.8686981201,0,7.7782998085,1026.73907919,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('99',)",3772425008.87,14,3.49883008003,3779218469.04,3779218539.44,3772425008.87,0.0,internal_timestamp,69.4540023804,1563436208.87,33.8694000244,0,7.77780008316,1026.73972186,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('100',)",3772425008.93,14,3.49883008003,3779218469.04,3779218539.44,3772425008.93,0.0,internal_timestamp,69.4560012817,1563436208.93,33.8707008362,0,7.77650022507,1026.7409427,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('101',)",3772425009.0,14,3.49883008003,3779218469.04,3779218539.45,3772425009.0,0.0,internal_timestamp,69.4580001831,1563436209.0,33.8723983765,0,7.77470016479,1026.74254825,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('102',)",3772425009.06,14,3.49883008003,3779218469.04,3779218539.45,3772425009.06,0.0,internal_timestamp,69.4589996338,1563436209.06,33.8742980957,0,7.77269983292,1026.74433725,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('103',)",3772425009.12,14,3.49883008003,3779218469.04,3779218539.45,3772425009.12,0.0,internal_timestamp,69.4629974365,1563436209.12,33.8759002686,0,7.77110004425,1026.74584774,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('104',)",3772425009.18,14,3.49884009361,3779218469.04,3779218539.45,3772425009.18,0.0,internal_timestamp,69.4619979858,1563436209.18,33.876701355,0,7.7704000473,1026.74657461,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('105',)",3772425009.25,14,3.49884009361,3779218469.04,3779218539.45,3772425009.25,0.0,internal_timestamp,69.4649963379,1563436209.25,33.876499176,0,7.77069997787,1026.74638573,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('106',)",3772425009.31,14,3.49885988235,3779218469.04,3779218539.45,3772425009.31,0.0,internal_timestamp,69.4700012207,1563436209.31,33.8759994507,0,7.77129983902,1026.74592854,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('107',)",3772425009.37,14,3.49887990952,3779218469.04,3779218539.45,3772425009.37,0.0,internal_timestamp,69.4729995728,1563436209.37,33.8759994507,0,7.77150011063,1026.745913,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('108',)",3772425009.43,14,3.4988899231,3779218469.04,3779218539.45,3772425009.43,0.0,internal_timestamp,69.4729995728,1563436209.43,33.8768997192,0,7.77080011368,1026.74672234,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('109',)",3772425009.49,14,3.4988899231,3779218469.04,3779218539.45,3772425009.49,0.0,internal_timestamp,69.4729995728,1563436209.49,33.8783988953,0,7.76929998398,1026.74811901,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('110',)",3772425009.56,14,3.4988899231,3779218469.04,3779218539.45,3772425009.56,0.0,internal_timestamp,69.4729995728,1563436209.56,33.8796005249,0,7.76789999008,1026.74926738,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('111',)",3772425009.62,14,3.49886989594,3779218469.04,3779218539.45,3772425009.62,0.0,internal_timestamp,69.4769973755,1563436209.62,33.8796005249,0,7.76779985428,1026.74930038,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
