obs,conductivity,conductivity_qc_executed,conductivity_qc_results,density,density_qc_executed,density_qc_results,deployment,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,profiler_timestamp,salinity,salinity_qc_executed,salinity_qc_results,suspect_timestamp,temperature,temperature_qc_executed,temperature_qc_results,time
"('3334',)",3.61731004715,29,13,1026.24805553,29,13,4,3716294556.46,3716294610.85,3692505735.07,44.6389,-124.2990333,0.0,internal_timestamp,69.5960006714,29,13,1483516935.07,33.5626983643,29,29,0,9.40719985962,29,29,3692505735.07
"('3335',)",3.61734008789,29,13,1026.24809882,29,13,4,3716294556.46,3716294610.85,3692505735.13,44.6389,-124.2990333,0.0,internal_timestamp,69.5950012207,29,13,1483516935.13,33.5628013611,29,29,0,9.40740013123,29,29,3692505735.13
"('3336',)",3.61736989021,29,13,1026.24825573,29,13,4,3716294556.46,3716294610.85,3692505735.2,44.6389,-124.2990333,0.0,internal_timestamp,69.5989990234,29,13,1483516935.2,33.5629997253,29,29,0,9.40750026703,29,29,3692505735.2
"('3337',)",3.61738991737,29,13,1026.24832411,29,13,4,3716294556.46,3716294610.85,3692505735.26,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516935.26,33.5630989075,29,29,0,9.40750026703,29,29,3692505735.26
"('3338',)",3.61737990379,29,13,1026.24843723,29,13,4,3716294556.46,3716294610.85,3692505735.32,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516935.32,33.5632019043,29,29,0,9.40729999542,29,29,3692505735.32
"('3339',)",3.61736989021,29,13,1026.24864119,29,13,4,3716294556.46,3716294610.85,3692505735.38,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516935.38,33.5634002686,29,29,0,9.40699958801,29,29,3692505735.38
"('3340',)",3.61735010147,29,13,1026.24876294,29,13,4,3716294556.46,3716294610.85,3692505735.44,44.6389,-124.2990333,0.0,internal_timestamp,69.5960006714,29,13,1483516935.44,33.5634994507,29,29,0,9.40670013428,29,29,3692505735.44
"('3341',)",3.61735010147,29,13,1026.24876749,29,13,4,3716294556.46,3716294610.85,3692505735.51,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516935.51,33.5634994507,29,29,0,9.40670013428,29,29,3692505735.51
"('3342',)",3.61735010147,29,13,1026.2485753,29,13,4,3716294556.46,3716294610.85,3692505735.57,44.6389,-124.2990333,0.0,internal_timestamp,69.5960006714,29,13,1483516935.57,33.5633010864,29,29,0,9.40690040588,29,29,3692505735.57
"('3343',)",3.61735010147,29,13,1026.24827014,29,13,4,3716294556.46,3716294610.85,3692505735.63,44.6389,-124.2990333,0.0,internal_timestamp,69.5950012207,29,13,1483516935.63,33.5629997253,29,29,0,9.40729999542,29,29,3692505735.63
"('3344',)",3.61736011505,29,13,1026.24817822,29,13,4,3716294556.46,3716294610.85,3692505735.7,44.6389,-124.2990333,0.0,internal_timestamp,69.5989990234,29,13,1483516935.7,33.5629005432,29,29,0,9.40750026703,29,29,3692505735.7
"('3345',)",3.61737990379,29,13,1026.24823029,29,13,4,3716294556.46,3716294610.85,3692505735.76,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516935.76,33.5629997253,29,29,0,9.40760040283,29,29,3692505735.76
"('3346',)",3.61740994453,29,13,1026.24848665,29,13,4,3716294556.46,3716294610.85,3692505735.82,44.6389,-124.2990333,0.0,internal_timestamp,69.5979995728,29,13,1483516935.82,33.5633010864,29,29,0,9.40750026703,29,29,3692505735.82
"('3347',)",3.61742997169,29,13,1026.24861167,29,13,4,3716294556.46,3716294610.86,3692505735.88,44.6389,-124.2990333,0.0,internal_timestamp,69.5950012207,29,13,1483516935.88,33.5634994507,29,29,0,9.40760040283,29,29,3692505735.88
"('3348',)",3.61744999886,29,13,1026.2485108,29,13,4,3716294556.46,3716294610.86,3692505735.95,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516935.95,33.5634002686,29,29,0,9.40779972076,29,29,3692505735.95
"('3349',)",3.61744999886,29,13,1026.24801344,29,13,4,3716294556.46,3716294610.86,3692505736.01,44.6389,-124.2990333,0.0,internal_timestamp,69.5950012207,29,13,1483516936.01,33.5629005432,29,29,0,9.40839958191,29,29,3692505736.01
"('3350',)",3.61746001244,29,13,1026.24734558,29,13,4,3716294556.46,3716294610.86,3692505736.07,44.6389,-124.2990333,0.0,internal_timestamp,69.6009979248,29,13,1483516936.07,33.5621986389,29,29,0,9.40929985046,29,29,3692505736.07
"('3351',)",3.6174800396,29,13,1026.2466397,29,13,4,3716294556.46,3716294610.86,3692505736.13,44.6389,-124.2990333,0.0,internal_timestamp,69.5979995728,29,13,1483516936.13,33.5615005493,29,29,0,9.41020011902,29,29,3692505736.13
"('3352',)",3.61751008034,29,13,1026.24610248,29,13,4,3716294556.46,3716294610.86,3692505736.19,44.6389,-124.2990333,0.0,internal_timestamp,69.5979995728,29,13,1483516936.19,33.561000824,29,29,0,9.41110038757,29,29,3692505736.19
"('3353',)",3.61754989624,29,13,1026.24573217,29,13,4,3716294556.46,3716294610.86,3692505736.26,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516936.26,33.5606994629,29,29,0,9.41189956665,29,29,3692505736.26
"('3354',)",3.61757993698,29,13,1026.24539876,29,13,4,3716294556.46,3716294610.86,3692505736.32,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516936.32,33.5603981018,29,29,0,9.41250038147,29,29,3692505736.32
"('3355',)",3.61758995056,29,13,1026.24517862,29,13,4,3716294556.46,3716294610.91,3692505736.38,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516936.38,33.5601997375,29,29,0,9.41289997101,29,29,3692505736.38
"('3356',)",3.61759996414,29,13,1026.24508479,29,13,4,3716294556.46,3716294610.91,3692505736.45,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516936.45,33.5601005554,29,29,0,9.41300010681,29,29,3692505736.45
"('3357',)",3.61758995056,29,13,1026.24530243,29,13,4,3716294556.46,3716294610.91,3692505736.51,44.6389,-124.2990333,0.0,internal_timestamp,69.5999984741,29,13,1483516936.51,33.5602989197,29,29,0,9.4126996994,29,29,3692505736.51
"('3358',)",3.6175699234,29,13,1026.24560571,29,13,4,3716294556.46,3716294610.91,3692505736.57,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516936.57,33.5606002808,29,29,0,9.41219997406,29,29,3692505736.57
"('3359',)",3.61754989624,29,13,1026.24603279,29,13,4,3716294556.46,3716294610.91,3692505736.63,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516936.63,33.561000824,29,29,0,9.41149997711,29,29,3692505736.63
"('3360',)",3.61753988266,29,13,1026.24633498,29,13,4,3716294556.46,3716294610.92,3692505736.7,44.6389,-124.2990333,0.0,internal_timestamp,69.5979995728,29,13,1483516936.7,33.5612983704,29,29,0,9.41110038757,29,29,3692505736.7
"('3361',)",3.6175301075,29,13,1026.24655369,29,13,4,3716294556.46,3716294610.92,3692505736.76,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516936.76,33.5615005493,29,29,0,9.41069984436,29,29,3692505736.76
"('3362',)",3.61752009392,29,13,1026.24665928,29,13,4,3716294556.46,3716294610.92,3692505736.82,44.6389,-124.2990333,0.0,internal_timestamp,69.5960006714,29,13,1483516936.82,33.5615997314,29,29,0,9.41049957275,29,29,3692505736.82
"('3363',)",3.61751008034,29,13,1026.2467575,29,13,4,3716294556.46,3716294610.92,3692505736.88,44.6389,-124.2990333,0.0,internal_timestamp,69.5970001221,29,13,1483516936.88,33.5616989136,29,29,0,9.41040039062,29,29,3692505736.88
"('3364',)",3.61751008034,29,13,1026.24688131,29,13,4,3716294556.46,3716294610.92,3692505736.95,44.6389,-124.2990333,0.0,internal_timestamp,69.5999984741,29,13,1483516936.95,33.5617980957,29,29,0,9.41020011902,29,29,3692505736.95
"('3365',)",3.61749005318,29,13,1026.24701076,29,13,4,3716294556.46,3716294610.92,3692505737.01,44.6389,-124.2990333,0.0,internal_timestamp,69.5999984741,29,13,1483516937.01,33.5619010925,29,29,0,9.40989971161,29,29,3692505737.01
"('3366',)",3.6174800396,29,13,1026.24711619,29,13,4,3716294556.46,3716294610.92,3692505737.07,44.6389,-124.2990333,0.0,internal_timestamp,69.5989990234,29,13,1483516937.07,33.5620002747,29,29,0,9.40970039368,29,29,3692505737.07
"('3367',)",3.61747002602,29,13,1026.24732015,29,13,4,3716294556.46,3716294610.92,3692505737.13,44.6389,-124.2990333,0.0,internal_timestamp,69.5989990234,29,13,1483516937.13,33.5621986389,29,29,0,9.40939998627,29,29,3692505737.13
"('3368',)",3.61746001244,29,13,1026.24744694,29,13,4,3716294556.46,3716294610.92,3692505737.19,44.6389,-124.2990333,0.0,internal_timestamp,69.6019973755,29,13,1483516937.19,33.5623016357,29,29,0,9.40919971466,29,29,3692505737.19
"('3369',)",3.61746001244,29,13,1026.24754781,29,13,4,3716294556.46,3716294610.92,3692505737.26,44.6389,-124.2990333,0.0,internal_timestamp,69.5999984741,29,13,1483516937.26,33.5624008179,29,29,0,9.40900039673,29,29,3692505737.26
"('3370',)",3.61744999886,29,13,1026.24774001,29,13,4,3716294556.46,3716294610.92,3692505737.32,44.6389,-124.2990333,0.0,internal_timestamp,69.6009979248,29,13,1483516937.32,33.5625991821,29,29,0,9.40880012512,29,29,3692505737.32
"('3371',)",3.61744999886,29,13,1026.24804533,29,13,4,3716294556.46,3716294610.92,3692505737.38,44.6389,-124.2990333,0.0,internal_timestamp,69.6019973755,29,13,1483516937.38,33.5629005432,29,29,0,9.40839958191,29,29,3692505737.38
"('3372',)",3.61743998528,29,13,1026.2484352,29,13,4,3716294556.46,3716294610.93,3692505737.45,44.6389,-124.2990333,0.0,internal_timestamp,69.6009979248,29,13,1483516937.45,33.5633010864,29,29,0,9.40789985657,29,29,3692505737.45
"('3373',)",3.61742997169,29,13,1026.24874003,29,13,4,3716294556.46,3716294610.93,3692505737.51,44.6389,-124.2990333,0.0,internal_timestamp,69.5989990234,29,13,1483516937.51,33.5635986328,29,29,0,9.40740013123,29,29,3692505737.51
"('3374',)",3.61741995811,29,13,1026.24912284,29,13,4,3716294556.46,3716294610.93,3692505737.57,44.6389,-124.2990333,0.0,internal_timestamp,69.5999984741,29,13,1483516937.57,33.563999176,29,29,0,9.40699958801,29,29,3692505737.57
"('3375',)",3.61740994453,29,13,1026.24924459,29,13,4,3716294556.46,3716294610.93,3692505737.63,44.6389,-124.2990333,0.0,internal_timestamp,69.5989990234,29,13,1483516937.63,33.5640983582,29,29,0,9.40670013428,29,29,3692505737.63
"('3376',)",3.61740994453,29,13,1026.24917164,29,13,4,3716294556.46,3716294610.93,3692505737.7,44.6389,-124.2990333,0.0,internal_timestamp,69.5999984741,29,13,1483516937.7,33.563999176,29,29,0,9.40670013428,29,29,3692505737.7
"('3377',)",3.61740994453,29,13,1026.24898401,29,13,4,3716294556.46,3716294610.93,3692505737.76,44.6389,-124.2990333,0.0,internal_timestamp,69.5999984741,29,13,1483516937.76,33.5638008118,29,29,0,9.40690040588,29,29,3692505737.76
"('3378',)",3.61740994453,29,13,1026.24878633,29,13,4,3716294556.46,3716294610.93,3692505737.82,44.6389,-124.2990333,0.0,internal_timestamp,69.6019973755,29,13,1483516937.82,33.5635986328,29,29,0,9.40719985962,29,29,3692505737.82
"('3379',)",3.61740994453,29,13,1026.24861695,29,13,4,3716294556.46,3716294610.93,3692505737.88,44.6389,-124.2990333,0.0,internal_timestamp,69.6060028076,29,13,1483516937.88,33.5634002686,29,29,0,9.40740013123,29,29,3692505737.88
"('3380',)",3.61739993095,29,13,1026.24851858,29,13,4,3716294556.46,3716294610.93,3692505737.94,44.6389,-124.2990333,0.0,internal_timestamp,69.6050033569,29,13,1483516937.94,33.5633010864,29,29,0,9.40750026703,29,29,3692505737.94
"('3381',)",3.61738991737,29,13,1026.24835601,29,13,4,3716294556.46,3716294610.93,3692505738.01,44.6389,-124.2990333,0.0,internal_timestamp,69.6039962769,29,13,1483516938.01,33.5630989075,29,29,0,9.40750026703,29,29,3692505738.01
"('3382',)",3.61737990379,29,13,1026.24827133,29,13,4,3716294556.46,3716294610.93,3692505738.07,44.6389,-124.2990333,0.0,internal_timestamp,69.6060028076,29,13,1483516938.07,33.5629997253,29,29,0,9.40760040283,29,29,3692505738.07
"('3383',)",3.61736989021,29,13,1026.24809561,29,13,4,3716294556.46,3716294610.93,3692505738.13,44.6389,-124.2990333,0.0,internal_timestamp,69.6050033569,29,13,1483516938.13,33.5628013611,29,29,0,9.40769958496,29,29,3692505738.13
"('3384',)",3.61737990379,29,13,1026.24790234,29,13,4,3716294556.46,3716294610.93,3692505738.2,44.6389,-124.2990333,0.0,internal_timestamp,69.608001709,29,13,1483516938.2,33.5625991821,29,29,0,9.40799999237,29,29,3692505738.2
"('3385',)",3.61737990379,29,13,1026.24752423,29,13,4,3716294556.46,3716294610.93,3692505738.26,44.6389,-124.2990333,0.0,internal_timestamp,69.608001709,29,13,1483516938.26,33.5621986389,29,29,0,9.40839958191,29,29,3692505738.26
"('3386',)",3.61739993095,29,13,1026.24730395,29,13,4,3716294556.46,3716294610.93,3692505738.32,44.6389,-124.2990333,0.0,internal_timestamp,69.608001709,29,13,1483516938.32,33.5620002747,29,29,0,9.40880012512,29,29,3692505738.32
"('3387',)",3.61741995811,29,13,1026.247175,29,13,4,3716294556.46,3716294610.93,3692505738.38,44.6389,-124.2990333,0.0,internal_timestamp,69.611000061,29,13,1483516938.38,33.5619010925,29,29,0,9.40919971466,29,29,3692505738.38
"('3388',)",3.61743998528,29,13,1026.24703834,29,13,4,3716294556.46,3716294610.93,3692505738.45,44.6389,-124.2990333,0.0,internal_timestamp,69.6129989624,29,13,1483516938.45,33.5617980957,29,29,0,9.40960025787,29,29,3692505738.45
"('3389',)",3.61747002602,29,13,1026.24691925,29,13,4,3716294556.46,3716294610.93,3692505738.51,44.6389,-124.2990333,0.0,internal_timestamp,69.611000061,29,13,1483516938.51,33.5616989136,29,29,0,9.40979957581,29,29,3692505738.51
"('3390',)",3.61749005318,29,13,1026.24686117,29,13,4,3716294556.46,3716294610.93,3692505738.57,44.6389,-124.2990333,0.0,internal_timestamp,69.6090011597,29,13,1483516938.57,33.5616989136,29,29,0,9.41009998322,29,29,3692505738.57
"('3391',)",3.61749005318,29,13,1026.24675368,29,13,4,3716294556.46,3716294610.93,3692505738.63,44.6389,-124.2990333,0.0,internal_timestamp,69.6060028076,29,13,1483516938.63,33.5615997314,29,29,0,9.41020011902,29,29,3692505738.63
"('3392',)",3.61749005318,29,13,1026.24667353,29,13,4,3716294556.46,3716294610.93,3692505738.7,44.6389,-124.2990333,0.0,internal_timestamp,69.6090011597,29,29,1483516938.7,33.5615005493,29,29,0,9.41030025482,29,29,3692505738.7
"('3393',)",3.61749005318,29,13,1026.24678102,29,13,4,3716294556.46,3716294610.94,3692505738.76,44.6389,-124.2990333,0.0,internal_timestamp,69.6119995117,29,29,1483516938.76,33.5615997314,29,29,0,9.41020011902,29,29,3692505738.76
"('3394',)",3.61749005318,29,13,1026.24679013,29,13,4,3716294556.46,3716294610.94,3692505738.82,44.6389,-124.2990333,0.0,internal_timestamp,69.6139984131,29,29,1483516938.82,33.5615997314,29,29,0,9.41020011902,29,29,3692505738.82
"('3395',)",3.61750006676,29,13,1026.24677381,29,13,4,3716294556.46,3716294610.94,3692505738.88,44.6389,-124.2990333,0.0,internal_timestamp,69.6139984131,29,29,1483516938.88,33.5615997314,29,29,0,9.41030025482,29,29,3692505738.88
"('3396',)",3.61751008034,29,13,1026.24674132,29,13,4,3716294556.46,3716294610.94,3692505738.94,44.6389,-124.2990333,0.0,internal_timestamp,69.6139984131,29,29,1483516938.94,33.5615997314,29,29,0,9.41049957275,29,29,3692505738.94
"('3397',)",3.61751008034,29,13,1026.24654912,29,13,4,3716294556.46,3716294610.94,3692505739.01,44.6389,-124.2990333,0.0,internal_timestamp,69.6129989624,29,29,1483516939.01,33.5614013672,29,29,0,9.41069984436,29,29,3692505739.01
"('3398',)",3.61751008034,29,13,1026.24647054,29,13,4,3716294556.46,3716294610.94,3692505739.07,44.6389,-124.2990333,0.0,internal_timestamp,69.6169967651,29,29,1483516939.07,33.5612983704,29,29,0,9.41079998016,29,29,3692505739.07
"('3399',)",3.61751008034,29,13,1026.24637216,29,13,4,3716294556.46,3716294610.85,3692505739.13,44.6389,-124.2990333,0.0,internal_timestamp,69.6159973145,29,29,1483516939.13,33.5611991882,29,29,0,9.41090011597,29,29,3692505739.13
"('3400',)",3.61751008034,29,13,1026.24636761,29,13,4,3716294556.46,3716294610.85,3692505739.2,44.6389,-124.2990333,0.0,internal_timestamp,69.6149978638,29,29,1483516939.2,33.5611991882,29,29,0,9.41090011597,29,29,3692505739.2
"('3401',)",3.61751008034,29,13,1026.24637672,29,13,4,3716294556.46,3716294610.85,3692505739.26,44.6389,-124.2990333,0.0,internal_timestamp,69.6169967651,29,29,1483516939.26,33.5611991882,29,29,0,9.41090011597,29,29,3692505739.26
"('3402',)",3.61751008034,29,13,1026.24645422,29,13,4,3716294556.46,3716294610.85,3692505739.32,44.6389,-124.2990333,0.0,internal_timestamp,69.6169967651,29,29,1483516939.32,33.5612983704,29,29,0,9.41090011597,29,29,3692505739.32
"('3403',)",3.61752009392,29,13,1026.24647054,29,13,4,3716294556.46,3716294610.85,3692505739.38,44.6389,-124.2990333,0.0,internal_timestamp,69.6169967651,29,29,1483516939.38,33.5612983704,29,29,0,9.41079998016,29,29,3692505739.38
"('3404',)",3.61752009392,29,13,1026.24656017,29,13,4,3716294556.46,3716294610.85,3692505739.45,44.6389,-124.2990333,0.0,internal_timestamp,69.6190032959,29,29,1483516939.45,33.5614013672,29,29,0,9.41079998016,29,29,3692505739.45
"('3405',)",3.6175301075,29,13,1026.24663767,29,13,4,3716294556.46,3716294610.85,3692505739.51,44.6389,-124.2990333,0.0,internal_timestamp,69.6190032959,29,29,1483516939.51,33.5615005493,29,29,0,9.41079998016,29,29,3692505739.51
"('3406',)",3.61752009392,29,13,1026.24664484,29,13,4,3716294556.46,3716294610.85,3692505739.57,44.6389,-124.2990333,0.0,internal_timestamp,69.6169967651,29,29,1483516939.57,33.5615005493,29,29,0,9.41069984436,29,29,3692505739.57
"('3407',)",3.61752009392,29,13,1026.24674322,29,13,4,3716294556.46,3716294610.85,3692505739.63,44.6389,-124.2990333,0.0,internal_timestamp,69.6179962158,29,29,1483516939.63,33.5615997314,29,29,0,9.41059970856,29,29,3692505739.63
"('3408',)",3.61752009392,29,13,1026.24676413,29,13,4,3716294556.46,3716294610.85,3692505739.7,44.6389,-124.2990333,0.0,internal_timestamp,69.6190032959,29,29,1483516939.7,33.5615997314,29,29,0,9.41049957275,29,29,3692505739.7
"('3409',)",3.61751008034,29,13,1026.24677324,29,13,4,3716294556.46,3716294610.85,3692505739.76,44.6389,-124.2990333,0.0,internal_timestamp,69.6210021973,29,29,1483516939.76,33.5615997314,29,29,0,9.41049957275,29,29,3692505739.76
"('3410',)",3.61750006676,29,13,1026.24671397,29,13,4,3716294556.46,3716294610.85,3692505739.82,44.6389,-124.2990333,0.0,internal_timestamp,69.625,29,29,1483516939.82,33.5615005493,29,29,0,9.41049957275,29,29,3692505739.82
"('3411',)",3.61751008034,29,13,1026.24670941,29,13,4,3716294556.46,3716294610.86,3692505739.88,44.6389,-124.2990333,0.0,internal_timestamp,69.6240005493,29,29,1483516939.88,33.5615005493,29,29,0,9.41049957275,29,29,3692505739.88
"('3412',)",3.61752009392,29,13,1026.24676148,29,13,4,3716294556.46,3716294610.86,3692505739.95,44.6389,-124.2990333,0.0,internal_timestamp,69.6220016479,29,29,1483516939.95,33.5615997314,29,29,0,9.41059970856,29,29,3692505739.95
"('3413',)",3.61752009392,29,13,1026.24677059,29,13,4,3716294556.46,3716294610.86,3692505740.01,44.6389,-124.2990333,0.0,internal_timestamp,69.6240005493,29,29,1483516940.01,33.5615997314,29,29,0,9.41059970856,29,29,3692505740.01
"('3414',)",3.61752009392,29,13,1026.24677059,29,13,4,3716294556.46,3716294610.86,3692505740.07,44.6389,-124.2990333,0.0,internal_timestamp,69.6240005493,29,29,1483516940.07,33.5615997314,29,29,0,9.41059970856,29,29,3692505740.07
"('3415',)",3.61751008034,29,13,1026.24680058,29,13,4,3716294556.46,3716294610.86,3692505740.13,44.6389,-124.2990333,0.0,internal_timestamp,69.6269989014,29,13,1483516940.13,33.5615997314,29,29,0,9.41049957275,29,29,3692505740.13
"('3416',)",3.61750006676,29,13,1026.24684218,29,13,4,3716294556.46,3716294610.91,3692505740.2,44.6389,-124.2990333,0.0,internal_timestamp,69.6289978027,29,13,1483516940.2,33.5615997314,29,29,0,9.41030025482,29,29,3692505740.2
"('3417',)",3.61750006676,29,13,1026.24703438,29,13,4,3716294556.46,3716294610.91,3692505740.26,44.6389,-124.2990333,0.0,internal_timestamp,69.6299972534,29,13,1483516940.26,33.5617980957,29,29,0,9.41009998322,29,29,3692505740.26
"('3418',)",3.61751008034,29,13,1026.24730705,29,13,4,3716294556.46,3716294610.91,3692505740.32,44.6389,-124.2990333,0.0,internal_timestamp,69.6309967041,29,13,1483516940.32,33.5620994568,29,29,0,9.40989971161,29,29,3692505740.32
"('3419',)",3.61752009392,29,13,1026.24737544,29,13,4,3716294556.46,3716294610.91,3692505740.38,44.6389,-124.2990333,0.0,internal_timestamp,69.6289978027,29,13,1483516940.38,33.5621986389,29,29,0,9.40989971161,29,29,3692505740.38
"('3420',)",3.61752009392,29,13,1026.24738455,29,13,4,3716294556.46,3716294610.91,3692505740.44,44.6389,-124.2990333,0.0,internal_timestamp,69.6309967041,29,13,1483516940.44,33.5621986389,29,29,0,9.40989971161,29,29,3692505740.44
"('3421',)",3.61750006676,29,13,1026.2473025,29,13,4,3716294556.46,3716294610.91,3692505740.51,44.6389,-124.2990333,0.0,internal_timestamp,69.6299972534,29,13,1483516940.51,33.5620994568,29,29,0,9.40989971161,29,29,3692505740.51
"('3422',)",3.61749005318,29,13,1026.2472387,29,13,4,3716294556.46,3716294610.91,3692505740.57,44.6389,-124.2990333,0.0,internal_timestamp,69.6330032349,29,13,1483516940.57,33.5620002747,29,29,0,9.40989971161,29,29,3692505740.57
"('3423',)",3.6174800396,29,13,1026.24718208,29,13,4,3716294556.46,3716294610.92,3692505740.63,44.6389,-124.2990333,0.0,internal_timestamp,69.6340026855,29,13,1483516940.63,33.5619010925,29,29,0,9.40979957581,29,29,3692505740.63
"('3424',)",3.61747002602,29,13,1026.24719369,29,13,4,3716294556.46,3716294610.92,3692505740.7,44.6389,-124.2990333,0.0,internal_timestamp,69.6330032349,29,13,1483516940.7,33.5619010925,29,29,0,9.40970039368,29,29,3692505740.7
"('3425',)",3.61747002602,29,13,1026.24727119,29,13,4,3716294556.46,3716294610.92,3692505740.76,44.6389,-124.2990333,0.0,internal_timestamp,69.6330032349,29,13,1483516940.76,33.5620002747,29,29,0,9.40970039368,29,29,3692505740.76
"('3426',)",3.61747002602,29,13,1026.2472028,29,13,4,3716294556.46,3716294610.92,3692505740.82,44.6389,-124.2990333,0.0,internal_timestamp,69.6350021362,29,13,1483516940.82,33.5619010925,29,29,0,9.40970039368,29,29,3692505740.82
"('3427',)",3.61747002602,29,13,1026.24712232,29,13,4,3716294556.46,3716294610.92,3692505740.88,44.6389,-124.2990333,0.0,internal_timestamp,69.6350021362,29,13,1483516940.88,33.5617980957,29,29,0,9.40970039368,29,29,3692505740.88
"('3428',)",3.61744999886,29,13,1026.24703321,29,13,4,3716294556.46,3716294610.92,3692505740.94,44.6389,-124.2990333,0.0,internal_timestamp,69.6360015869,29,13,1483516940.94,33.5616989136,29,29,0,9.40979957581,29,29,3692505740.94
"('3429',)",3.61743998528,29,13,1026.24688732,29,13,4,3716294556.46,3716294610.92,3692505741.01,44.6389,-124.2990333,0.0,internal_timestamp,69.6380004883,29,13,1483516941.01,33.5615005493,29,29,0,9.40979957581,29,29,3692505741.01
"('3430',)",3.61742997169,29,13,1026.24671757,29,13,4,3716294556.46,3716294610.92,3692505741.07,44.6389,-124.2990333,0.0,internal_timestamp,69.638999939,29,13,1483516941.07,33.5612983704,29,29,0,9.40989971161,29,29,3692505741.07
"('3431',)",3.61741995811,29,13,1026.24663552,29,13,4,3716294556.46,3716294610.92,3692505741.13,44.6389,-124.2990333,0.0,internal_timestamp,69.6380004883,29,13,1483516941.13,33.5611991882,29,29,0,9.40989971161,29,29,3692505741.13
"('3432',)",3.61741995811,29,13,1026.24664918,29,13,4,3716294556.46,3716294610.92,3692505741.2,44.6389,-124.2990333,0.0,internal_timestamp,69.6409988403,29,13,1483516941.2,33.5611991882,29,29,0,9.40989971161,29,29,3692505741.2
"('3433',)",3.61741995811,29,13,1026.24683054,29,13,4,3716294556.46,3716294610.92,3692505741.26,44.6389,-124.2990333,0.0,internal_timestamp,69.638999939,29,13,1483516941.26,33.5614013672,29,29,0,9.40970039368,29,29,3692505741.26
"('3434',)",3.61741995811,29,13,1026.24691069,29,13,4,3716294556.46,3716294610.92,3692505741.32,44.6389,-124.2990333,0.0,internal_timestamp,69.6360015869,29,13,1483516941.32,33.5615005493,29,29,0,9.40960025787,29,29,3692505741.32
"('3435',)",3.61741995811,29,13,1026.24701818,29,13,4,3716294556.46,3716294610.92,3692505741.38,44.6389,-124.2990333,0.0,internal_timestamp,69.638999939,29,13,1483516941.38,33.5615997314,29,29,0,9.40950012207,29,29,3692505741.38
"('3436',)",3.61741995811,29,13,1026.24714655,29,13,4,3716294556.46,3716294610.92,3692505741.45,44.6389,-124.2990333,0.0,internal_timestamp,69.6429977417,29,13,1483516941.45,33.5616989136,29,29,0,9.40929985046,29,29,3692505741.45
"('3437',)",3.61741995811,29,13,1026.24733717,29,13,4,3716294556.46,3716294610.92,3692505741.51,44.6389,-124.2990333,0.0,internal_timestamp,69.6429977417,29,13,1483516941.51,33.5619010925,29,29,0,9.40909957886,29,29,3692505741.51
"('3438',)",3.61741995811,29,13,1026.24761848,29,13,4,3716294556.46,3716294610.93,3692505741.57,44.6389,-124.2990333,0.0,internal_timestamp,69.6429977417,29,13,1483516941.57,33.5621986389,29,29,0,9.40880012512,29,29,3692505741.57
"('3439',)",3.61740994453,29,13,1026.24791013,29,13,4,3716294556.46,3716294610.93,3692505741.63,44.6389,-124.2990333,0.0,internal_timestamp,69.6409988403,29,13,1483516941.63,33.5625,29,29,0,9.40839958191,29,29,3692505741.63
"('3440',)",3.61739993095,29,13,1026.24815306,29,13,4,3716294556.46,3716294610.93,3692505741.7,44.6389,-124.2990333,0.0,internal_timestamp,69.6460037231,29,13,1483516941.7,33.5626983643,29,29,0,9.40799999237,29,29,3692505741.7
"('3441',)",3.61738991737,29,13,1026.24832998,29,13,4,3716294556.46,3716294610.93,3692505741.76,44.6389,-124.2990333,0.0,internal_timestamp,69.6429977417,29,13,1483516941.76,33.5629005432,29,29,0,9.40779972076,29,29,3692505741.76
"('3442',)",3.61738991737,29,13,1026.24852202,29,13,4,3716294556.46,3716294610.93,3692505741.82,44.6389,-124.2990333,0.0,internal_timestamp,69.6439971924,29,29,1483516941.82,33.5630989075,29,29,0,9.40760040283,29,29,3692505741.82
"('3443',)",3.61737990379,29,13,1026.24863514,29,13,4,3716294556.46,3716294610.93,3692505741.88,44.6389,-124.2990333,0.0,internal_timestamp,69.6439971924,29,29,1483516941.88,33.5632019043,29,29,0,9.40740013123,29,29,3692505741.88
