obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3771100888.64,5,33.3768997192,3774706963.32,3774706965.18,3771100888.64,0.0,internal_timestamp,577.25,644971,1562112088,5.48029994965,3.33768997192,34.1171495818,1029.58555951,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1',)",3771100908.65,5,33.4542999268,3774706963.32,3774706965.18,3771100908.65,0.0,internal_timestamp,573.460021973,648028,1562112108,5.58199977875,3.34542999268,34.1041798555,1029.54438194,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2',)",3771100928.64,5,33.5694007874,3774706963.32,3774706965.18,3771100928.64,0.0,internal_timestamp,568.369995117,643938,1562112128,5.73330020905,3.35694007874,34.0845053013,1029.48516601,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('3',)",3771100948.64,5,33.5806007385,3774706963.32,3774706965.18,3771100948.64,0.0,internal_timestamp,563.210021973,641398,1562112148,5.74770021439,3.35806007385,34.0852021605,1029.46013175,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('4',)",3771100968.65,5,33.5719985962,3774706963.32,3774706965.18,3771100968.65,0.0,internal_timestamp,558.039978027,645978,1562112168,5.7404999733,3.35719985962,34.0852746812,1029.43748876,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('5',)",3771100988.65,5,33.5737991333,3774706963.32,3774706965.18,3771100988.65,0.0,internal_timestamp,552.849975586,649834,1562112188,5.74529981613,3.35737991333,34.0850324599,1029.41287703,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('6',)",3771101008.64,5,33.6236991882,3774706963.32,3774706965.19,3771101008.64,0.0,internal_timestamp,547.719970703,638171,1562112208,5.80789995193,3.36236991882,34.0809166361,1029.37764625,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('7',)",3771101028.64,5,33.6534004211,3774706963.32,3774706965.19,3771101028.64,0.0,internal_timestamp,542.489990234,644113,1562112228,5.84800004959,3.36534004211,34.0766739073,1029.34489842,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('8',)",3771101048.65,5,33.6701011658,3774706963.32,3774706965.19,3771101048.65,0.0,internal_timestamp,537.260009766,650651,1562112248,5.87139987946,3.36701011658,34.0745534317,1029.31609043,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('9',)",3771101068.65,5,33.6743011475,3774706963.32,3774706965.19,3771101068.65,0.0,internal_timestamp,531.969970703,648451,1562112268,5.87799978256,3.36743011475,34.0752515625,1029.29151511,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('10',)",3771101088.64,5,33.6744003296,3774706963.32,3774706965.19,3771101088.64,0.0,internal_timestamp,526.710021973,643189,1562112288,5.88059997559,3.36744003296,34.0753352733,1029.26713798,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('11',)",3771101108.65,5,33.6636009216,3774706963.32,3774706965.19,3771101108.65,0.0,internal_timestamp,521.390014648,651897,1562112308,5.86969995499,3.36636009216,34.0767333608,1029.24535601,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('12',)",3771101128.65,5,33.6671981812,3774706963.32,3774706965.19,3771101128.65,0.0,internal_timestamp,516.099975586,648780,1562112328,5.87750005722,3.36671981812,34.0755521946,1029.21913304,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('13',)",3771101148.64,5,33.6575012207,3774706963.32,3774706965.19,3771101148.64,0.0,internal_timestamp,510.739990234,644727,1562112348,5.86859989166,3.36575012207,34.0762057702,1029.19630176,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('14',)",3771101168.65,5,33.6521987915,3774706963.32,3774706965.19,3771101168.65,0.0,internal_timestamp,505.359985352,649716,1562112368,5.86910009384,3.36521987915,34.0723820749,1029.1685744,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('15',)",3771101188.65,5,33.6538009644,3774706963.32,3774706965.19,3771101188.65,0.0,internal_timestamp,500.079986572,647876,1562112388,5.8736000061,3.36538009644,34.0722655752,1029.14366405,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('16',)",3771101208.64,5,33.654800415,3774706963.32,3774706965.19,3771101208.64,0.0,internal_timestamp,494.730010986,641853,1562112408,5.87729978561,3.3654800415,34.0723088891,1029.11866424,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('17',)",3771101228.65,5,33.6535987854,3774706963.32,3774706965.19,3771101228.65,0.0,internal_timestamp,489.420013428,645703,1562112428,5.87890005112,3.36535987854,34.0719635597,1029.09382431,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('18',)",3771101248.65,5,33.6587982178,3774706963.32,3774706965.19,3771101248.65,0.0,internal_timestamp,484.109985352,647220,1562112448,5.88800001144,3.36587982178,34.0712955745,1029.06771254,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('19',)",3771101268.65,5,33.6605987549,3774706963.32,3774706965.19,3771101268.65,0.0,internal_timestamp,478.739990234,650442,1562112468,5.89260005951,3.36605987549,34.0713488256,1029.04250113,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('20',)",3771101288.65,5,33.6613998413,3774706963.32,3774706965.19,3771101288.65,0.0,internal_timestamp,473.480010986,653567,1562112488,5.89709997177,3.36613998413,34.0703249802,1029.01695829,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('21',)",3771101308.65,5,33.6697006226,3774706963.32,3774706965.19,3771101308.65,0.0,internal_timestamp,468.149993896,650248,1562112508,5.90969991684,3.36697006226,34.0696449562,1028.99026732,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('22',)",3771101328.65,5,33.7030982971,3774706963.32,3774706965.19,3771101328.65,0.0,internal_timestamp,462.779998779,650325,1562112528,5.95249986649,3.37030982971,34.0669067618,1028.95768019,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('23',)",3771101348.65,5,33.7122001648,3774706963.32,3774706965.19,3771101348.65,0.0,internal_timestamp,457.440002441,649263,1562112548,5.96509981155,3.37122001648,34.0671278594,1028.9316493,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('24',)",3771101368.65,5,33.7224998474,3774706963.32,3774706965.19,3771101368.65,0.0,internal_timestamp,452.149993896,648963,1562112568,5.98050022125,3.37224998474,34.0658621956,1028.90429618,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('25',)",3771101388.65,5,33.7422981262,3774706963.32,3774706965.19,3771101388.65,0.0,internal_timestamp,446.829986572,653717,1562112588,6.00769996643,3.37422981262,34.0634497538,1028.87429884,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('26',)",3771101408.67,5,33.7425994873,3774706963.32,3774706965.19,3771101408.67,0.0,internal_timestamp,441.529998779,668566,1562112608,6.01020002365,3.37425994873,34.0638907647,1028.84999189,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('27',)",3771101428.66,5,33.7473983765,3774706963.32,3774706965.19,3771101428.66,0.0,internal_timestamp,436.190002441,656468,1562112628,6.01989984512,3.37473983765,34.0621868594,1028.82283388,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('28',)",3771101448.65,5,33.7593994141,3774706963.32,3774706965.19,3771101448.65,0.0,internal_timestamp,430.829986572,652723,1562112648,6.03940010071,3.37593994141,34.05875716,1028.7928934,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('29',)",3771101468.65,5,33.7678985596,3774706963.32,3774706965.19,3771101468.65,0.0,internal_timestamp,425.480010986,649582,1562112668,6.05319976807,3.37678985596,34.0571031255,1028.76516908,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('30',)",3771101488.66,5,33.8013000488,3774706963.32,3774706965.19,3771101488.66,0.0,internal_timestamp,420.179992676,656764,1562112688,6.09810018539,3.38013000488,34.0522038522,1028.73088673,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('31',)",3771101508.65,5,33.8499984741,3774706963.32,3774706965.19,3771101508.65,0.0,internal_timestamp,414.910003662,654607,1562112708,6.16099977493,3.38499984741,34.0464028078,1028.693559,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('32',)",3771101528.66,5,33.8810005188,3774706963.32,3774706965.19,3771101528.66,0.0,internal_timestamp,409.579986572,660101,1562112728,6.2013001442,3.38810005188,34.0434113461,1028.66123786,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('33',)",3771101548.67,5,33.9066009521,3774706963.32,3774706965.19,3771101548.67,0.0,internal_timestamp,404.350006104,665299,1562112748,6.23290014267,3.39066009521,34.0430152379,1028.63260209,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('34',)",3771101568.66,5,33.9520988464,3774706963.32,3774706965.19,3771101568.66,0.0,internal_timestamp,399.049987793,657122,1562112768,6.28719997406,3.39520988464,34.0421907617,1028.60016922,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('35',)",3771101588.65,5,33.9670982361,3774706963.32,3774706965.19,3771101588.65,0.0,internal_timestamp,393.859985352,653181,1562112788,6.30590009689,3.39670982361,34.0428018416,1028.57426335,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('36',)",3771101608.65,5,33.9743995667,3774706963.32,3774706965.19,3771101608.65,0.0,internal_timestamp,388.579986572,651795,1562112808,6.31669998169,3.39743995667,34.0427545798,1028.54851434,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('37',)",3771101628.66,5,33.9855995178,3774706963.32,3774706965.19,3771101628.66,0.0,internal_timestamp,383.350006104,661912,1562112828,6.33260011673,3.39855995178,34.0419411872,1028.52168737,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('38',)",3771101648.65,5,33.9854011536,3774706963.32,3774706965.19,3771101648.65,0.0,internal_timestamp,378.089996338,651700,1562112848,6.33470010757,3.39854011536,34.0422028005,1028.49746991,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('39',)",3771101668.65,5,33.9855995178,3774706963.32,3774706965.19,3771101668.65,0.0,internal_timestamp,372.779998779,652086,1562112868,6.33760023117,3.39855995178,34.0421341765,1028.47265086,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('40',)",3771101688.66,5,33.9944992065,3774706963.32,3774706965.19,3771101688.66,0.0,internal_timestamp,367.570007324,659230,1562112888,6.35039997101,3.39944992065,34.0418393713,1028.44674726,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('41',)",3771101708.66,5,34.0041999817,3774706963.32,3774706965.19,3771101708.66,0.0,internal_timestamp,362.279998779,657812,1562112908,6.36520004272,3.40041999817,34.0404821009,1028.41936351,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('42',)",3771101728.66,5,34.0054016113,3774706963.32,3774706965.19,3771101728.66,0.0,internal_timestamp,356.970001221,658471,1562112928,6.36899995804,3.40054016113,34.0406351555,1028.39459048,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('43',)",3771101748.66,5,34.0066986084,3774706963.32,3774706965.19,3771101748.66,0.0,internal_timestamp,351.630004883,659662,1562112948,6.37430000305,3.40066986084,34.0394157549,1028.36838914,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('44',)",3771101768.66,5,34.0059013367,3774706963.32,3774706965.19,3771101768.66,0.0,internal_timestamp,346.359985352,658545,1562112968,6.3763999939,3.40059013367,34.039020235,1028.34358907,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('45',)",3771101788.66,5,34.0043983459,3774706963.32,3774706965.2,3771101788.66,0.0,internal_timestamp,341.100006104,661305,1562112988,6.37900018692,3.40043983459,34.0373375396,1028.31775132,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('46',)",3771101808.66,5,34.0040016174,3774706963.32,3774706965.2,3771101808.66,0.0,internal_timestamp,335.720001221,656031,1562113008,6.3843998909,3.40040016174,34.0341573127,1028.28979707,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('47',)",3771101828.66,5,34.0219993591,3774706963.32,3774706965.2,3771101828.66,0.0,internal_timestamp,330.450012207,657819,1562113028,6.40859985352,3.40219993591,34.0326602172,1028.2610863,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('48',)",3771101848.66,5,34.0357017517,3774706963.32,3774706965.2,3771101848.66,0.0,internal_timestamp,325.230010986,662852,1562113048,6.42729997635,3.40357017517,34.0318359427,1028.23388841,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('49',)",3771101868.66,5,34.0559997559,3774706963.32,3774706965.2,3771101868.66,0.0,internal_timestamp,320.029998779,657780,1562113068,6.45219993591,3.40559997559,34.0321570845,1028.2068273,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('50',)",3771101888.66,5,34.0755004883,3774706963.32,3774706965.2,3771101888.66,0.0,internal_timestamp,314.790008545,660410,1562113088,6.47639989853,3.40755004883,34.0323036338,1028.17953816,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('51',)",3771101908.66,5,34.1211013794,3774706963.32,3774706965.2,3771101908.66,0.0,internal_timestamp,309.609985352,661957,1562113108,6.53389978409,3.41211013794,34.0282613121,1028.14462102,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('52',)",3771101928.66,5,34.1398010254,3774706963.32,3774706965.2,3771101928.66,0.0,internal_timestamp,304.450012207,663966,1562113128,6.55880022049,3.41398010254,34.0267707486,1028.11630286,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('53',)",3771101948.67,5,34.1735992432,3774706963.32,3774706965.2,3771101948.67,0.0,internal_timestamp,299.209991455,666217,1562113148,6.603099823,3.41735992432,34.0227720722,1028.08295306,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('54',)",3771101968.67,5,34.1873016357,3774706963.32,3774706965.2,3771101968.67,0.0,internal_timestamp,293.989990234,667849,1562113168,6.62179994583,3.41873016357,34.0219261581,1028.05572716,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('55',)",3771101988.67,5,34.1899986267,3774706963.32,3774706965.2,3771101988.67,0.0,internal_timestamp,288.799987793,666585,1562113188,6.62690019608,3.41899986267,34.0223849829,1028.03155442,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('56',)",3771102008.66,5,34.2170982361,3774706963.32,3774706965.2,3771102008.66,0.0,internal_timestamp,283.549987793,663843,1562113208,6.66340017319,3.42170982361,34.0187077769,1027.99948363,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('57',)",3771102028.66,5,34.2649993896,3774706963.32,3774706965.2,3771102028.66,0.0,internal_timestamp,278.350006104,663768,1562113228,6.7266998291,3.42649993896,34.0114117884,1027.9610448,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('58',)",3771102048.66,5,34.301700592,3774706963.32,3774706965.2,3771102048.66,0.0,internal_timestamp,273.119995117,664350,1562113248,6.77440023422,3.4301700592,34.0072099975,1027.9270597,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('59',)",3771102068.66,5,34.313999176,3774706963.32,3774706965.2,3771102068.66,0.0,internal_timestamp,267.880004883,661901,1562113268,6.79099988937,3.4313999176,34.0068891722,1027.90043257,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('60',)",3771102088.66,5,34.3450012207,3774706963.32,3774706965.2,3771102088.66,0.0,internal_timestamp,262.649993896,663461,1562113288,6.83239984512,3.43450012207,34.0026291194,1027.86726828,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('61',)",3771102108.66,5,34.3454017639,3774706963.32,3774706965.2,3771102108.66,0.0,internal_timestamp,257.399993896,661613,1562113308,6.83479976654,3.43454017639,34.0032525492,1027.84332889,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('62',)",3771102128.67,5,34.3773994446,3774706963.32,3774706965.2,3771102128.67,0.0,internal_timestamp,252.169998169,667588,1562113328,6.87690019608,3.43773994446,33.9993876671,1027.81036667,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('63',)",3771102148.67,5,34.3759002686,3774706963.32,3774706965.2,3771102148.67,0.0,internal_timestamp,246.970001221,669078,1562113348,6.87690019608,3.43759002686,34.000269021,1027.78718821,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('64',)",3771102168.67,5,34.3753013611,3774706963.32,3774706965.2,3771102168.67,0.0,internal_timestamp,241.720001221,672488,1562113368,6.87909984589,3.43753013611,33.9999924416,1027.76255756,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('65',)",3771102188.67,5,34.376701355,3774706963.32,3774706965.2,3771102188.67,0.0,internal_timestamp,236.479995728,665716,1562113388,6.88360023499,3.4376701355,33.9996363109,1027.73758462,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('66',)",3771102208.67,5,34.3805999756,3774706963.32,3774706965.2,3771102208.67,0.0,internal_timestamp,231.25,670729,1562113408,6.89130020142,3.43805999756,33.9988617824,1027.71187718,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('67',)",3771102228.66,5,34.3778991699,3774706963.32,3774706965.2,3771102228.66,0.0,internal_timestamp,226.039993286,664143,1562113428,6.89029979706,3.43778991699,33.999418825,1027.68852921,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('68',)",3771102248.68,5,34.3805999756,3774706963.32,3774706965.2,3771102248.68,0.0,internal_timestamp,220.830001831,680885,1562113448,6.89620018005,3.43805999756,33.9990969364,1027.6635189,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('69',)",3771102268.67,5,34.3791007996,3774706963.32,3774706965.2,3771102268.67,0.0,internal_timestamp,215.580001831,666450,1562113468,6.896900177,3.43791007996,33.9993162396,1027.63947834,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('70',)",3771102288.67,5,34.3805007935,3774706963.32,3774706965.2,3771102288.67,0.0,internal_timestamp,210.38999939,672057,1562113488,6.90119981766,3.43805007935,33.9991375973,1027.61489339,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('71',)",3771102308.68,5,34.3991012573,3774706963.32,3774706965.2,3771102308.68,0.0,internal_timestamp,205.210006714,676075,1562113508,6.92770004272,3.43991012573,33.9959266692,1027.58485435,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('72',)",3771102328.67,5,34.417098999,3774706963.32,3774706965.2,3771102328.67,0.0,internal_timestamp,200.11000061,665049,1562113528,6.95249986649,3.4417098999,33.9936915889,1027.55618135,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('73',)",3771102348.67,5,34.4729995728,3774706963.32,3774706965.2,3771102348.67,0.0,internal_timestamp,194.990005493,673863,1562113548,7.02540016174,3.44729995728,33.9855878612,1027.51601358,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('74',)",3771102368.67,5,34.529499054,3774706963.32,3774706965.2,3771102368.67,0.0,internal_timestamp,189.779998779,667736,1562113568,7.09810018539,3.4529499054,33.9783621605,1027.47610919,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('75',)",3771102388.66,5,34.5718994141,3774706963.32,3774706965.2,3771102388.66,0.0,internal_timestamp,184.61000061,664805,1562113588,7.15500020981,3.45718994141,33.9712342322,1027.43867406,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('76',)",3771102408.67,5,34.6304016113,3774706963.32,3774706965.2,3771102408.67,0.0,internal_timestamp,179.399993896,672679,1562113608,7.23169994354,3.46304016113,33.9622307121,1027.39672797,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('77',)",3771102428.67,5,34.70470047,3774706963.32,3774706965.21,3771102428.67,0.0,internal_timestamp,174.210006714,667591,1562113628,7.31529998779,3.470470047,33.9636190562,1027.36200462,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('78',)",3771102448.67,5,34.7591018677,3774706963.32,3774706965.21,3771102448.67,0.0,internal_timestamp,169.020004272,670232,1562113648,7.38000011444,3.47591018677,33.961846291,1027.32747851,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('79',)",3771102468.67,5,34.8535003662,3774706963.32,3774706965.21,3771102468.67,0.0,internal_timestamp,163.699996948,671227,1562113668,7.50180006027,3.48535003662,33.9476101138,1027.27423938,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('80',)",3771102488.67,5,34.9184989929,3774706963.32,3774706965.21,3771102488.67,0.0,internal_timestamp,158.399993896,666461,1562113688,7.57819986343,3.49184989929,33.9458532459,1027.23741318,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('81',)",3771102508.68,5,34.9948005676,3774706963.32,3774706965.21,3771102508.68,0.0,internal_timestamp,153.100006104,675996,1562113708,7.66660022736,3.49948005676,33.944546347,1027.19912778,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('82',)",3771102528.67,5,35.1217002869,3774706963.32,3774706965.21,3771102528.67,0.0,internal_timestamp,147.800003052,672138,1562113728,7.82420015335,3.51217002869,33.9302793586,1027.14032325,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('83',)",3771102548.68,5,35.2074012756,3774706963.32,3774706965.21,3771102548.68,0.0,internal_timestamp,142.440002441,677875,1562113748,7.93270015717,3.52074012756,33.9194298277,1027.09104962,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('84',)",3771102568.68,5,35.2728996277,3774706963.32,3774706965.21,3771102568.68,0.0,internal_timestamp,137.130004883,675688,1562113768,8.01290035248,3.52728996277,33.9143213072,1027.05066898,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('85',)",3771102588.7,5,35.3222007751,3774706963.32,3774706965.21,3771102588.7,0.0,internal_timestamp,131.789993286,700588,1562113788,8.08559989929,3.53222007751,33.8991616933,1027.00335123,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('86',)",3771102608.68,5,35.3562011719,3774706963.32,3774706965.21,3771102608.68,0.0,internal_timestamp,126.440002441,675844,1562113808,8.1451997757,3.53562011719,33.8803619702,1026.95508132,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('87',)",3771102628.68,5,35.4305000305,3774706963.32,3774706965.21,3771102628.68,0.0,internal_timestamp,121.150001526,675436,1562113828,8.25259971619,3.54305000305,33.8583464807,1026.89726173,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('88',)",3771102648.68,5,35.5133018494,3774706963.32,3774706965.21,3771102648.68,0.0,internal_timestamp,115.839996338,683782,1562113848,8.39319992065,3.55133018494,33.8134821386,1026.81625459,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('89',)",3771102668.67,5,35.5573005676,3774706963.32,3774706965.21,3771102668.67,0.0,internal_timestamp,110.540000916,673139,1562113868,8.47749996185,3.55573005676,33.7816777522,1026.75408212,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('90',)",3771102688.67,5,35.5579986572,3774706963.32,3774706965.21,3771102688.67,0.0,internal_timestamp,105.199996948,672879,1562113888,8.48229980469,3.55579986572,33.7803146323,1026.72782934,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('91',)",3771102708.67,5,35.5773010254,3774706963.32,3774706965.21,3771102708.67,0.0,internal_timestamp,99.9100036621,672766,1562113908,8.51930046082,3.55773010254,33.767753496,1026.68804995,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('92',)",3771102728.68,5,35.5941009521,3774706963.32,3774706965.21,3771102728.68,0.0,internal_timestamp,97.8700027466,680323,1562113928,8.55210018158,3.55941009521,33.7550640326,1026.66368417,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('93',)",3771102730.68,5,35.5942993164,3774706963.33,3774706965.19,3771102730.68,0.0,internal_timestamp,97.8199996948,678534,1562113930,8.55220031738,3.55942993164,33.7552008411,1026.66354668,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('94',)",3771102768.49,5,35.5894012451,3774706963.33,3774706965.19,3771102768.49,0.0,internal_timestamp,98.4100036621,488900,1562113968,8.5376996994,3.55894012451,33.7636232433,1026.67509329,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('95',)",3771102788.49,5,35.5730018616,3774706963.33,3774706965.19,3771102788.49,0.0,internal_timestamp,102.849998474,491969,1562113988,8.50720024109,3.55730018616,33.7734204833,1026.70782366,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('96',)",3771102808.49,5,35.5589981079,3774706963.33,3774706965.19,3771102808.49,0.0,internal_timestamp,108.349998474,493136,1562114008,8.47780036926,3.55589981079,33.7842072024,1026.74599271,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('97',)",3771102828.5,5,35.5504989624,3774706963.33,3774706965.19,3771102828.5,0.0,internal_timestamp,113.86000061,496037,1562114028,8.44320011139,3.55504989624,33.8058037824,1026.7934733,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('98',)",3771102848.5,5,35.4826011658,3774706963.33,3774706965.19,3771102848.5,0.0,internal_timestamp,119.36000061,498460,1562114048,8.31719970703,3.54826011658,33.8523230515,1026.87447005,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('99',)",3771102868.49,5,35.3900985718,3774706963.33,3774706965.19,3771102868.49,0.0,internal_timestamp,124.809997559,490633,1562114068,8.18029975891,3.53900985718,33.8833551037,1026.94463487,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('100',)",3771102888.49,5,35.3384017944,3774706963.33,3774706965.19,3771102888.49,0.0,internal_timestamp,130.279998779,494219,1562114088,8.09860038757,3.53384017944,33.9045927718,1026.99872624,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('101',)",3771102908.49,5,35.3027992249,3774706963.33,3774706965.19,3771102908.49,0.0,internal_timestamp,135.789993286,485287,1562114108,8.043800354,3.53027992249,33.9169920947,1027.04196952,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('102',)",3771102928.49,5,35.2429008484,3774706963.33,3774706965.19,3771102928.49,0.0,internal_timestamp,141.330001831,491633,1562114128,7.96320009232,3.52429008484,33.9283961494,1027.08842383,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('103',)",3771102948.5,5,35.151599884,3774706963.33,3774706965.19,3771102948.5,0.0,internal_timestamp,146.800003052,495759,1562114148,7.84639978409,3.5151599884,33.9412910679,1027.14107425,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
