obs,conductivity,conductivity_qc_executed,conductivity_qc_results,density,density_qc_executed,density_qc_results,deployment,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,profiler_timestamp,salinity,salinity_qc_executed,salinity_qc_results,suspect_timestamp,temperature,temperature_qc_executed,temperature_qc_results,time
"('0',)",3.57500004768,29,13,1026.54931692,29,13,11,3767111115.27,3767111252.38,3748921610.68,44.637117,-124.302617,0.0,internal_timestamp,70.8280029297,29,29,1539932810.68,33.7953987122,29,29,1,8.69489955902,29,29,3748921610.68
"('1',)",3.57491993904,29,13,1026.5486743,29,13,11,3767111115.29,3767111252.38,3748921610.74,44.637117,-124.302617,0.0,internal_timestamp,70.8239974976,29,29,1539932810.74,33.7946014404,29,29,0,8.69489955902,29,29,3748921610.74
"('2',)",3.57479000092,29,13,1026.5474589,29,13,11,3767111115.29,3767111252.38,3748921610.8,44.637117,-124.302617,0.0,internal_timestamp,70.8190002441,29,29,1539932810.8,33.7930984497,29,29,0,8.69499969482,29,29,3748921610.8
"('3',)",3.57500004768,29,13,1026.54931692,29,13,11,3767111115.29,3767111252.38,3748921610.87,44.637117,-124.302617,0.0,internal_timestamp,70.8280029297,29,29,1539932810.87,33.7953987122,29,29,0,8.69489955902,29,29,3748921610.87
"('4',)",3.57491993904,29,13,1026.54857802,29,13,11,3767111115.29,3767111252.38,3748921610.93,44.637117,-124.302617,0.0,internal_timestamp,70.8239974976,29,29,1539932810.93,33.7944984436,29,29,0,8.69499969482,29,29,3748921610.93
"('5',)",3.57482004166,29,13,1026.54851732,29,13,11,3767111115.29,3767111252.38,3748921610.99,44.637117,-124.302617,0.0,internal_timestamp,70.8140029907,29,29,1539932810.99,33.7943000793,29,29,0,8.69410037994,29,29,3748921610.99
"('6',)",3.57505989075,29,13,1026.55119402,29,13,11,3767111115.29,3767111252.38,3748921611.06,44.637117,-124.302617,0.0,internal_timestamp,70.8069992065,29,29,1539932811.06,33.7975997925,29,29,0,8.69330024719,29,29,3748921611.06
"('7',)",3.57431006432,29,13,1026.54374781,29,13,11,3767111115.29,3767111252.38,3748921611.12,44.637117,-124.302617,0.0,internal_timestamp,70.8190002441,29,29,1539932811.12,33.7882995605,29,29,0,8.69470024109,29,29,3748921611.12
"('8',)",3.57406997681,29,13,1026.54206653,29,13,11,3767111115.29,3767111252.38,3748921611.18,44.637117,-124.302617,0.0,internal_timestamp,70.8180007935,29,29,1539932811.18,33.7860984802,29,29,0,8.69439983368,29,29,3748921611.18
"('9',)",3.57409000397,29,13,1026.54259169,29,13,11,3767111115.29,3767111252.38,3748921611.24,44.637117,-124.302617,0.0,internal_timestamp,70.8160018921,29,29,1539932811.24,33.7867012024,29,29,0,8.69400024414,29,29,3748921611.24
"('10',)",3.57434010506,29,13,1026.54516687,29,13,11,3767111115.29,3767111252.38,3748921611.31,44.637117,-124.302617,0.0,internal_timestamp,70.8140029907,29,29,1539932811.31,33.7899017334,29,29,0,8.69349956512,29,29,3748921611.31
"('11',)",3.57474994659,29,13,1026.54879671,29,13,11,3767111115.29,3767111252.38,3748921611.37,44.637117,-124.302617,0.0,internal_timestamp,70.8069992065,29,29,1539932811.37,33.7944984436,29,29,0,8.69309997559,29,29,3748921611.37
"('12',)",3.5749900341,29,13,1026.55104071,29,13,11,3767111115.29,3767111252.38,3748921611.43,44.637117,-124.302617,0.0,internal_timestamp,70.8079986572,29,29,1539932811.43,33.7972984314,29,29,0,8.69279956818,29,29,3748921611.43
"('13',)",3.57500004768,29,13,1026.55129866,29,13,11,3767111115.29,3767111252.38,3748921611.49,44.637117,-124.302617,0.0,internal_timestamp,70.8059997559,29,29,1539932811.49,33.7975997925,29,29,0,8.69260025024,29,29,3748921611.49
"('14',)",3.57497000694,29,13,1026.55115438,29,13,11,3767111115.29,3767111252.38,3748921611.56,44.637117,-124.302617,0.0,internal_timestamp,70.8050003052,29,29,1539932811.56,33.7974014282,29,29,0,8.69250011444,29,29,3748921611.56
"('15',)",3.5749399662,29,13,1026.55099989,29,13,11,3767111115.29,3767111252.38,3748921611.62,44.637117,-124.302617,0.0,internal_timestamp,70.7990036011,29,29,1539932811.62,33.7971992493,29,29,0,8.69229984283,29,29,3748921611.62
"('16',)",3.57490992546,29,13,1026.55082168,29,13,11,3767111115.29,3767111252.38,3748921611.68,44.637117,-124.302617,0.0,internal_timestamp,70.7939987183,29,29,1539932811.68,33.797000885,29,29,0,8.69229984283,29,29,3748921611.68
"('17',)",3.5748898983,29,13,1026.55063595,29,13,11,3767111115.29,3767111252.38,3748921611.75,44.637117,-124.302617,0.0,internal_timestamp,70.7880020142,29,29,1539932811.75,33.7967987061,29,29,0,8.69229984283,29,29,3748921611.75
"('18',)",3.57487988472,29,13,1026.55048062,29,13,11,3767111115.29,3767111252.38,3748921611.81,44.637117,-124.302617,0.0,internal_timestamp,70.7880020142,29,29,1539932811.81,33.7966003418,29,29,0,8.69229984283,29,29,3748921611.81
"('19',)",3.57487010956,29,13,1026.5505602,29,13,11,3767111115.29,3767111252.38,3748921612.0,44.637117,-124.302617,0.0,internal_timestamp,70.7850036621,29,29,1539932812.0,33.7966995239,29,29,1,8.69219970703,29,29,3748921612.0
"('20',)",3.57487010956,29,13,1026.55054189,29,13,11,3767111115.29,3767111252.38,3748921612.02,44.637117,-124.302617,0.0,internal_timestamp,70.78099823,29,29,1539932812.02,33.7966995239,29,29,0,8.69219970703,29,29,3748921612.02
"('21',)",3.57486009598,29,13,1026.55046422,29,13,11,3767111115.29,3767111252.38,3748921612.02,44.637117,-124.302617,0.0,internal_timestamp,70.78099823,29,29,1539932812.02,33.7966003418,29,29,0,8.69219970703,29,29,3748921612.02
"('22',)",3.57486009598,29,13,1026.55044138,29,13,11,3767111115.29,3767111252.38,3748921612.06,44.637117,-124.302617,0.0,internal_timestamp,70.7760009766,29,29,1539932812.06,33.7966003418,29,29,0,8.69219970703,29,29,3748921612.06
"('23',)",3.57486009598,29,13,1026.55044329,29,13,11,3767111115.29,3767111252.38,3748921612.12,44.637117,-124.302617,0.0,internal_timestamp,70.7730026245,29,29,1539932812.12,33.7966003418,29,29,0,8.69209957123,29,29,3748921612.12
"('24',)",3.57486009598,29,13,1026.5503317,29,13,11,3767111115.29,3767111252.38,3748921613.12,44.637117,-124.302617,0.0,internal_timestamp,70.7689971924,29,29,1539932813.12,33.7965011597,29,29,0,8.69219970703,29,29,3748921613.12
"('25',)",3.57487010956,29,13,1026.55040479,29,13,11,3767111115.29,3767111252.38,3748921613.14,44.637117,-124.302617,0.0,internal_timestamp,70.7679977417,29,29,1539932813.14,33.7966003418,29,29,0,8.69219970703,29,29,3748921613.14
"('26',)",3.57487988472,29,13,1026.55043029,29,13,11,3767111115.29,3767111252.38,3748921613.16,44.637117,-124.302617,0.0,internal_timestamp,70.7600021362,29,29,1539932813.16,33.7966995239,29,29,0,8.69229984283,29,29,3748921613.16
"('27',)",3.57487988472,29,13,1026.55033243,29,13,11,3767111115.29,3767111252.38,3748921613.17,44.637117,-124.302617,0.0,internal_timestamp,70.7590026855,29,29,1539932813.17,33.7966003418,29,29,0,8.69239997864,29,29,3748921613.17
"('28',)",3.57487988472,29,13,1026.55033892,29,13,11,3767111115.29,3767111252.38,3748921613.19,44.637117,-124.302617,0.0,internal_timestamp,70.7570037842,29,29,1539932813.19,33.7966003418,29,29,0,8.69229984283,29,29,3748921613.19
"('29',)",3.57487010956,29,13,1026.55042303,29,13,11,3767111115.29,3767111252.38,3748921613.2,44.637117,-124.302617,0.0,internal_timestamp,70.7549972534,29,29,1539932813.2,33.7966995239,29,29,0,8.69219970703,29,29,3748921613.2
"('30',)",3.57487010956,29,13,1026.55059874,29,13,11,3767111115.29,3767111252.39,3748921613.2,44.637117,-124.302617,0.0,internal_timestamp,70.7519989014,29,29,1539932813.2,33.7969017029,29,29,0,8.6920003891,29,29,3748921613.2
"('31',)",3.5748898983,29,13,1026.55075599,29,13,11,3767111115.29,3767111252.39,3748921613.21,44.637117,-124.302617,0.0,internal_timestamp,70.7490005493,29,29,1539932813.21,33.7971000671,29,29,0,8.6919002533,29,29,3748921613.21
"('32',)",3.5748898983,29,13,1026.55082183,29,13,11,3767111115.29,3767111252.39,3748921613.22,44.637117,-124.302617,0.0,internal_timestamp,70.7429962158,29,29,1539932813.22,33.7971992493,29,29,0,8.69180011749,29,29,3748921613.22
"('33',)",3.57487988472,29,13,1026.55083288,29,13,11,3767111115.29,3767111252.39,3748921613.23,44.637117,-124.302617,0.0,internal_timestamp,70.7419967651,29,29,1539932813.23,33.7971992493,29,29,0,8.69169998169,29,29,3748921613.23
"('34',)",3.57487010956,29,13,1026.55083936,29,13,11,3767111115.29,3767111252.39,3748921613.25,44.637117,-124.302617,0.0,internal_timestamp,70.7399978638,29,29,1539932813.25,33.7971992493,29,29,0,8.69159984589,29,29,3748921613.25
"('35',)",3.57486009598,29,13,1026.55075256,29,13,11,3767111115.29,3767111252.39,3748921613.27,44.637117,-124.302617,0.0,internal_timestamp,70.7379989624,29,29,1539932813.27,33.7971000671,29,29,0,8.69159984589,29,29,3748921613.27
"('36',)",3.57486009598,29,13,1026.55072972,29,13,11,3767111115.29,3767111252.39,3748921613.27,44.637117,-124.302617,0.0,internal_timestamp,70.733001709,29,29,1539932813.27,33.7971000671,29,29,0,8.69159984589,29,29,3748921613.27
"('37',)",3.57487010956,29,13,1026.55079368,29,13,11,3767111115.29,3767111252.39,3748921613.28,44.637117,-124.302617,0.0,internal_timestamp,70.7300033569,29,29,1539932813.28,33.7971992493,29,29,0,8.69159984589,29,29,3748921613.28
"('38',)",3.57487010956,29,13,1026.55087779,29,13,11,3767111115.29,3767111252.39,3748921613.29,44.637117,-124.302617,0.0,internal_timestamp,70.7279968262,29,29,1539932813.29,33.7972984314,29,29,0,8.69149971008,29,29,3748921613.29
"('39',)",3.57487010956,29,13,1026.55085952,29,13,11,3767111115.29,3767111252.39,3748921613.3,44.637117,-124.302617,0.0,internal_timestamp,70.7239990234,29,29,1539932813.3,33.7972984314,29,29,0,8.69149971008,29,29,3748921613.3
"('40',)",3.57487010956,29,13,1026.55093752,29,13,11,3767111115.29,3767111252.39,3748921613.31,44.637117,-124.302617,0.0,internal_timestamp,70.7200012207,29,29,1539932813.31,33.7974014282,29,29,0,8.69139957428,29,29,3748921613.31
"('41',)",3.57487988472,29,13,1026.55100148,29,13,11,3767111115.29,3767111252.39,3748921613.32,44.637117,-124.302617,0.0,internal_timestamp,70.7170028687,29,29,1539932813.32,33.7975006104,29,29,0,8.69139957428,29,29,3748921613.32
"('42',)",3.57487010956,29,13,1026.55089445,29,13,11,3767111115.29,3767111252.39,3748921613.33,44.637117,-124.302617,0.0,internal_timestamp,70.7139968872,29,29,1539932813.33,33.7974014282,29,29,0,8.69149971008,29,29,3748921613.33
"('43',)",3.57487010956,29,13,1026.55089445,29,13,11,3767111115.29,3767111252.39,3748921613.37,44.637117,-124.302617,0.0,internal_timestamp,70.7139968872,29,29,1539932813.37,33.7974014282,29,29,0,8.69149971008,29,29,3748921613.37
"('44',)",3.57487010956,29,13,1026.55080466,29,13,11,3767111115.29,3767111252.39,3748921613.43,44.637117,-124.302617,0.0,internal_timestamp,70.7119979858,29,29,1539932813.43,33.7972984314,29,29,0,8.69149971008,29,29,3748921613.43
"('45',)",3.57487010956,29,13,1026.55076163,29,13,11,3767111115.29,3767111252.39,3748921613.49,44.637117,-124.302617,0.0,internal_timestamp,70.7060012817,29,29,1539932813.49,33.7972984314,29,29,0,8.69159984589,29,29,3748921613.49
"('46',)",3.57487010956,29,13,1026.55075706,29,13,11,3767111115.29,3767111252.39,3748921613.56,44.637117,-124.302617,0.0,internal_timestamp,70.7050018311,29,29,1539932813.56,33.7972984314,29,29,0,8.69159984589,29,29,3748921613.56
"('47',)",3.57487010956,29,13,1026.55074335,29,13,11,3767111115.29,3767111252.39,3748921613.62,44.637117,-124.302617,0.0,internal_timestamp,70.702003479,29,29,1539932813.62,33.7972984314,29,29,0,8.69159984589,29,29,3748921613.62
"('48',)",3.57486009598,29,13,1026.55060629,29,13,11,3767111115.29,3767111252.39,3748921613.68,44.637117,-124.302617,0.0,internal_timestamp,70.7060012817,29,29,1539932813.68,33.7971000671,29,29,0,8.69159984589,29,29,3748921613.68
"('49',)",3.57486009598,29,13,1026.55064738,29,13,11,3767111115.29,3767111252.39,3748921613.74,44.637117,-124.302617,0.0,internal_timestamp,70.6979980469,29,29,1539932813.74,33.7971992493,29,29,0,8.69159984589,29,29,3748921613.74
"('50',)",3.57486009598,29,13,1026.55064472,29,13,11,3767111115.29,3767111252.39,3748921613.81,44.637117,-124.302617,0.0,internal_timestamp,70.6940002441,29,29,1539932813.81,33.7971992493,29,29,0,8.69149971008,29,29,3748921613.81
"('51',)",3.5748500824,29,13,1026.55057162,29,13,11,3767111115.29,3767111252.4,3748921613.87,44.637117,-124.302617,0.0,internal_timestamp,70.6949996948,29,29,1539932813.87,33.7971000671,29,29,0,8.69149971008,29,29,3748921613.87
"('52',)",3.5748500824,29,13,1026.55055335,29,13,11,3767111115.29,3767111252.4,3748921613.93,44.637117,-124.302617,0.0,internal_timestamp,70.6910018921,29,29,1539932813.93,33.7971000671,29,29,0,8.69149971008,29,29,3748921613.93
"('53',)",3.5748500824,29,13,1026.55063558,29,13,11,3767111115.29,3767111252.4,3748921614.0,44.637117,-124.302617,0.0,internal_timestamp,70.6920013428,29,29,1539932814.0,33.7971992493,29,29,0,8.69149971008,29,29,3748921614.0
"('54',)",3.5748500824,29,13,1026.55062188,29,13,11,3767111115.29,3767111252.4,3748921614.06,44.637117,-124.302617,0.0,internal_timestamp,70.6890029907,29,29,1539932814.06,33.7971992493,29,29,0,8.69149971008,29,29,3748921614.06
"('55',)",3.57486009598,29,13,1026.55069498,29,13,11,3767111115.29,3767111252.4,3748921614.12,44.637117,-124.302617,0.0,internal_timestamp,70.68800354,29,29,1539932814.12,33.7972984314,29,29,0,8.69149971008,29,29,3748921614.12
"('56',)",3.57486009598,29,13,1026.55069229,29,13,11,3767111115.29,3767111252.4,3748921614.18,44.637117,-124.302617,0.0,internal_timestamp,70.6839981079,29,29,1539932814.18,33.7972984314,29,29,0,8.69139957428,29,29,3748921614.18
"('57',)",3.5748500824,29,13,1026.55058529,29,13,11,3767111115.29,3767111252.4,3748921614.25,44.637117,-124.302617,0.0,internal_timestamp,70.6809997559,29,29,1539932814.25,33.7971992493,29,29,0,8.69149971008,29,29,3748921614.25
"('58',)",3.57484006882,29,13,1026.5505122,29,13,11,3767111115.29,3767111252.4,3748921614.31,44.637117,-124.302617,0.0,internal_timestamp,70.6819992065,29,29,1539932814.31,33.7971000671,29,29,0,8.69149971008,29,29,3748921614.31
"('59',)",3.57484006882,29,13,1026.55050306,29,13,11,3767111115.29,3767111252.4,3748921614.37,44.637117,-124.302617,0.0,internal_timestamp,70.6800003052,29,29,1539932814.37,33.7971000671,29,29,0,8.69149971008,29,29,3748921614.37
"('60',)",3.57484006882,29,13,1026.55048479,29,13,11,3767111115.29,3767111252.4,3748921614.43,44.637117,-124.302617,0.0,internal_timestamp,70.6760025024,29,29,1539932814.43,33.7971000671,29,29,0,8.69149971008,29,29,3748921614.43
"('61',)",3.57484006882,29,13,1026.55048022,29,13,11,3767111115.29,3767111252.4,3748921614.49,44.637117,-124.302617,0.0,internal_timestamp,70.6750030518,29,29,1539932814.49,33.7971000671,29,29,0,8.69149971008,29,29,3748921614.49
"('62',)",3.57484006882,29,13,1026.55048935,29,13,11,3767111115.29,3767111252.4,3748921614.56,44.637117,-124.302617,0.0,internal_timestamp,70.6770019531,29,29,1539932814.56,33.7971000671,29,29,0,8.69149971008,29,29,3748921614.56
"('63',)",3.57484006882,29,13,1026.55038881,29,13,11,3767111115.29,3767111252.4,3748921614.62,44.637117,-124.302617,0.0,internal_timestamp,70.6719970703,29,29,1539932814.62,33.797000885,29,29,0,8.69149971008,29,29,3748921614.62
"('64',)",3.5748500824,29,13,1026.55047565,29,13,11,3767111115.29,3767111252.4,3748921614.68,44.637117,-124.302617,0.0,internal_timestamp,70.6740036011,29,13,1539932814.68,33.7971000671,29,29,0,8.69149971008,29,29,3748921614.68
"('65',)",3.57486009598,29,13,1026.55054414,29,13,11,3767111115.29,3767111252.4,3748921614.74,44.637117,-124.302617,0.0,internal_timestamp,70.6719970703,29,13,1539932814.74,33.7971992493,29,29,0,8.69149971008,29,29,3748921614.74
"('66',)",3.57486009598,29,13,1026.55055788,29,13,11,3767111115.29,3767111252.4,3748921614.81,44.637117,-124.302617,0.0,internal_timestamp,70.6750030518,29,13,1539932814.81,33.7971992493,29,29,0,8.69149971008,29,29,3748921614.81
"('67',)",3.57486009598,29,13,1026.55053957,29,13,11,3767111115.29,3767111252.4,3748921614.87,44.637117,-124.302617,0.0,internal_timestamp,70.6709976196,29,13,1539932814.87,33.7971992493,29,29,0,8.69149971008,29,29,3748921614.87
"('68',)",3.57486009598,29,13,1026.55061002,29,13,11,3767111115.29,3767111252.4,3748921614.93,44.637117,-124.302617,0.0,internal_timestamp,70.6660003662,29,13,1539932814.93,33.7972984314,29,29,0,8.69139957428,29,29,3748921614.93
"('69',)",3.57486009598,29,13,1026.55061459,29,13,11,3767111115.29,3767111252.4,3748921615.0,44.637117,-124.302617,0.0,internal_timestamp,70.6669998169,29,13,1539932815.0,33.7972984314,29,29,0,8.69139957428,29,29,3748921615.0
"('70',)",3.5748500824,29,13,1026.55052778,29,13,11,3767111115.29,3767111252.4,3748921615.06,44.637117,-124.302617,0.0,internal_timestamp,70.6650009155,29,13,1539932815.06,33.7971992493,29,29,0,8.69139957428,29,29,3748921615.06
"('71',)",3.57484006882,29,13,1026.55053235,29,13,11,3767111115.29,3767111252.4,3748921615.12,44.637117,-124.302617,0.0,internal_timestamp,70.6660003662,29,13,1539932815.12,33.7971992493,29,29,0,8.69139957428,29,29,3748921615.12
"('72',)",3.5748500824,29,13,1026.55061002,29,13,11,3767111115.29,3767111252.4,3748921615.18,44.637117,-124.302617,0.0,internal_timestamp,70.6660003662,29,13,1539932815.18,33.7972984314,29,29,0,8.69139957428,29,29,3748921615.18
"('73',)",3.57487010956,29,13,1026.55077924,29,13,11,3767111115.29,3767111252.4,3748921615.24,44.637117,-124.302617,0.0,internal_timestamp,70.6650009155,29,13,1539932815.24,33.7975006104,29,29,0,8.69130039215,29,29,3748921615.24
"('74',)",3.5748898983,29,13,1026.55102329,29,13,11,3767111115.29,3767111252.4,3748921615.31,44.637117,-124.302617,0.0,internal_timestamp,70.6640014648,29,13,1539932815.31,33.7977981567,29,29,0,8.69120025635,29,29,3748921615.31
"('75',)",3.5748898983,29,13,1026.5511287,29,13,11,3767111115.29,3767111252.4,3748921615.37,44.637117,-124.302617,0.0,internal_timestamp,70.6660003662,29,13,1539932815.37,33.7979011536,29,29,0,8.69110012054,29,29,3748921615.37
"('76',)",3.5748898983,29,13,1026.55112413,29,13,11,3767111115.29,3767111252.4,3748921615.43,44.637117,-124.302617,0.0,internal_timestamp,70.6650009155,29,13,1539932815.43,33.7979011536,29,29,0,8.69110012054,29,29,3748921615.43
"('77',)",3.5748898983,29,13,1026.55111043,29,13,11,3767111115.29,3767111252.4,3748921615.5,44.637117,-124.302617,0.0,internal_timestamp,70.6620025635,29,13,1539932815.5,33.7979011536,29,29,0,8.69110012054,29,29,3748921615.5
"('78',)",3.5748898983,29,13,1026.55109024,29,13,11,3767111115.29,3767111252.4,3748921615.56,44.637117,-124.302617,0.0,internal_timestamp,70.6610031128,29,13,1539932815.56,33.7979011536,29,29,0,8.69120025635,29,29,3748921615.56
"('79',)",3.5748898983,29,13,1026.5510031,29,13,11,3767111115.29,3767111252.41,3748921615.62,44.637117,-124.302617,0.0,internal_timestamp,70.6630020142,29,13,1539932815.62,33.7977981567,29,29,0,8.69130039215,29,29,3748921615.62
"('80',)",3.57487988472,29,13,1026.55093457,29,13,11,3767111115.29,3767111252.41,3748921615.68,44.637117,-124.302617,0.0,internal_timestamp,70.6650009155,29,13,1539932815.68,33.7976989746,29,29,0,8.69130039215,29,29,3748921615.68
"('81',)",3.57487010956,29,13,1026.5508432,29,13,11,3767111115.29,3767111252.41,3748921615.75,44.637117,-124.302617,0.0,internal_timestamp,70.6620025635,29,13,1539932815.75,33.7975997925,29,29,0,8.69130039215,29,29,3748921615.75
"('82',)",3.57486009598,29,13,1026.55079486,29,13,11,3767111115.29,3767111252.41,3748921615.81,44.637117,-124.302617,0.0,internal_timestamp,70.6650009155,29,13,1539932815.81,33.7975006104,29,29,0,8.69120025635,29,29,3748921615.81
"('83',)",3.57486009598,29,13,1026.55089728,29,13,11,3767111115.29,3767111252.41,3748921615.87,44.637117,-124.302617,0.0,internal_timestamp,70.6669998169,29,13,1539932815.87,33.7975997925,29,29,0,8.69110012054,29,29,3748921615.87
"('84',)",3.57486009598,29,13,1026.5509723,29,13,11,3767111115.29,3767111252.41,3748921615.93,44.637117,-124.302617,0.0,internal_timestamp,70.6630020142,29,13,1539932815.93,33.7976989746,29,29,0,8.69099998474,29,29,3748921615.93
"('85',)",3.5748500824,29,13,1026.5509723,29,13,11,3767111115.29,3767111252.41,3748921615.99,44.637117,-124.302617,0.0,internal_timestamp,70.6630020142,29,13,1539932815.99,33.7976989746,29,29,0,8.69099998474,29,29,3748921615.99
"('86',)",3.5748500824,29,13,1026.55100162,29,13,11,3767111115.29,3767111252.41,3748921616.06,44.637117,-124.302617,0.0,internal_timestamp,70.6660003662,29,13,1539932816.06,33.7976989746,29,29,0,8.69089984894,29,29,3748921616.06
"('87',)",3.5748500824,29,13,1026.55108843,29,13,11,3767111115.29,3767111252.41,3748921616.12,44.637117,-124.302617,0.0,internal_timestamp,70.6679992676,29,13,1539932816.12,33.7977981567,29,29,0,8.69089984894,29,29,3748921616.12
"('88',)",3.57486009598,29,13,1026.55118927,29,13,11,3767111115.29,3767111252.41,3748921616.18,44.637117,-124.302617,0.0,internal_timestamp,70.6689987183,29,13,1539932816.18,33.7979011536,29,29,1,8.69079971313,29,29,3748921616.18
"('89',)",3.57487010956,29,13,1026.55133546,29,13,11,3767111115.29,3767111252.41,3748921616.25,44.637117,-124.302617,0.0,internal_timestamp,70.6669998169,29,13,1539932816.25,33.7980995178,29,29,0,8.69079971313,29,29,3748921616.25
"('90',)",3.57487010956,29,13,1026.55144246,29,13,11,3767111115.29,3767111252.41,3748921616.31,44.637117,-124.302617,0.0,internal_timestamp,70.6699981689,29,13,1539932816.31,33.7981987,29,29,0,8.69069957733,29,29,3748921616.31
"('91',)",3.57487010956,29,13,1026.5514625,29,13,11,3767111115.29,3767111252.41,3748921616.37,44.637117,-124.302617,0.0,internal_timestamp,70.6709976196,29,13,1539932816.37,33.7981987,29,29,0,8.6906003952,29,29,3748921616.37
"('92',)",3.57486009598,29,13,1026.55147812,29,13,11,3767111115.29,3767111252.41,3748921616.43,44.637117,-124.302617,0.0,internal_timestamp,70.6709976196,29,13,1539932816.43,33.7981987,29,29,0,8.6905002594,29,29,3748921616.43
"('93',)",3.57486009598,29,13,1026.55148268,29,13,11,3767111115.29,3767111252.41,3748921616.5,44.637117,-124.302617,0.0,internal_timestamp,70.6719970703,29,29,1539932816.5,33.7981987,29,29,0,8.6905002594,29,29,3748921616.5
"('94',)",3.57486009598,29,13,1026.5514983,29,13,11,3767111115.29,3767111252.41,3748921616.56,44.637117,-124.302617,0.0,internal_timestamp,70.6719970703,29,29,1539932816.56,33.7981987,29,29,0,8.6904001236,29,29,3748921616.56
"('95',)",3.57486009598,29,13,1026.55158353,29,13,11,3767111115.29,3767111252.41,3748921616.62,44.637117,-124.302617,0.0,internal_timestamp,70.672996521,29,29,1539932816.62,33.7983016968,29,29,0,8.6904001236,29,29,3748921616.62
"('96',)",3.57487010956,29,13,1026.55174346,29,13,11,3767111115.29,3767111252.41,3748921616.68,44.637117,-124.302617,0.0,internal_timestamp,70.6740036011,29,29,1539932816.68,33.798500061,29,29,0,8.6904001236,29,29,3748921616.68
"('97',)",3.57487010956,29,13,1026.55174803,29,13,11,3767111115.29,3767111252.41,3748921616.74,44.637117,-124.302617,0.0,internal_timestamp,70.6750030518,29,29,1539932816.74,33.798500061,29,29,0,8.6904001236,29,29,3748921616.74
"('98',)",3.57487010956,29,13,1026.55169969,29,13,11,3767111115.29,3767111252.41,3748921616.81,44.637117,-124.302617,0.0,internal_timestamp,70.6780014038,29,29,1539932816.81,33.7984008789,29,29,0,8.69029998779,29,29,3748921616.81
"('99',)",3.57486009598,29,13,1026.55161745,29,13,11,3767111115.29,3767111252.41,3748921617.16,44.637117,-124.302617,0.0,internal_timestamp,70.6770019531,29,29,1539932817.16,33.7983016968,29,29,1,8.69029998779,29,29,3748921617.16
"('100',)",3.57486009598,29,13,1026.55169055,29,13,11,3767111115.29,3767111252.41,3748921617.17,44.637117,-124.302617,0.0,internal_timestamp,70.6760025024,29,29,1539932817.17,33.7984008789,29,29,0,8.69029998779,29,29,3748921617.17
"('101',)",3.57487988472,29,13,1026.55185046,29,13,11,3767111115.29,3767111252.41,3748921617.18,44.637117,-124.302617,0.0,internal_timestamp,70.6770019531,29,29,1539932817.18,33.7985992432,29,29,0,8.69029998779,29,29,3748921617.18
"('102',)",3.57489991188,29,13,1026.55203353,29,13,11,3767111115.29,3767111252.41,3748921617.19,44.637117,-124.302617,0.0,internal_timestamp,70.6790008545,29,29,1539932817.19,33.7988014221,29,29,0,8.69019985199,29,29,3748921617.19
"('103',)",3.57489991188,29,13,1026.55212491,29,13,11,3767111115.29,3767111252.41,3748921617.2,44.637117,-124.302617,0.0,internal_timestamp,70.6819992065,29,29,1539932817.2,33.7989006042,29,29,0,8.69019985199,29,29,3748921617.2
"('104',)",3.57490992546,29,13,1026.55221171,29,13,11,3767111115.29,3767111252.41,3748921617.2,44.637117,-124.302617,0.0,internal_timestamp,70.6839981079,29,29,1539932817.2,33.7989997864,29,29,0,8.69019985199,29,29,3748921617.2
"('105',)",3.57490992546,29,13,1026.55213673,29,13,11,3767111115.29,3767111252.42,3748921617.25,44.637117,-124.302617,0.0,internal_timestamp,70.68800354,29,29,1539932817.25,33.7989006042,29,29,0,8.69029998779,29,29,3748921617.25
"('106',)",3.57490992546,29,13,1026.5520324,29,13,11,3767111115.29,3767111252.42,3748921617.31,44.637117,-124.302617,0.0,internal_timestamp,70.6890029907,29,29,1539932817.31,33.7988014221,29,29,0,8.6905002594,29,29,3748921617.31
"('107',)",3.57490992546,29,13,1026.55184928,29,13,11,3767111115.29,3767111252.42,3748921617.37,44.637117,-124.302617,0.0,internal_timestamp,70.68699646,29,29,1539932817.37,33.7985992432,29,29,0,8.6906003952,29,29,3748921617.37
"('108',)",3.57489991188,29,13,1026.55169222,29,13,11,3767111115.29,3767111252.42,3748921617.43,44.637117,-124.302617,0.0,internal_timestamp,70.6900024414,29,29,1539932817.43,33.7984008789,29,29,0,8.69069957733,29,29,3748921617.43
"('109',)",3.57489991188,29,13,1026.55171506,29,13,11,3767111115.29,3767111252.42,3748921617.5,44.637117,-124.302617,0.0,internal_timestamp,70.6949996948,29,29,1539932817.5,33.7984008789,29,29,0,8.69069957733,29,29,3748921617.5
"('110',)",3.5748898983,29,13,1026.55163283,29,13,11,3767111115.29,3767111252.42,3748921617.56,44.637117,-124.302617,0.0,internal_timestamp,70.6940002441,29,29,1539932817.56,33.7983016968,29,29,0,8.69069957733,29,29,3748921617.56
"('111',)",3.5748898983,29,13,1026.55164197,29,13,11,3767111115.29,3767111252.42,3748921617.62,44.637117,-124.302617,0.0,internal_timestamp,70.6959991455,29,29,1539932817.62,33.7983016968,29,29,0,8.69069957733,29,29,3748921617.62
