obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('77',)",3772684231.49,14,3.49835991859,3779218470.46,3779218541.79,3772684231.49,0.0,internal_timestamp,65.3079986572,1563695431.49,33.8611984253,0,7.78299999237,1026.71349022,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('78',)",3772684231.56,14,3.49836993217,3779218470.46,3779218541.79,3772684231.56,0.0,internal_timestamp,65.3079986572,1563695431.56,33.8614006042,0,7.78299999237,1026.71364898,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('79',)",3772684231.62,14,3.49837994576,3779218470.46,3779218541.79,3772684231.62,0.0,internal_timestamp,65.3069992065,1563695431.62,33.8614006042,0,7.78299999237,1026.71364439,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('80',)",3772684231.68,14,3.49835991859,3779218470.46,3779218541.79,3772684231.68,0.0,internal_timestamp,65.3109970093,1563695431.68,33.8613014221,0,7.78299999237,1026.71358486,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('81',)",3772684231.74,14,3.49835991859,3779218470.46,3779218541.79,3772684231.74,0.0,internal_timestamp,65.3059997559,1563695431.74,33.8611984253,0,7.78299999237,1026.71348105,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('82',)",3772684231.81,14,3.49835991859,3779218470.46,3779218541.79,3772684231.81,0.0,internal_timestamp,65.3050003052,1563695431.81,33.8611984253,0,7.78310012817,1026.71346181,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('83',)",3772684231.87,14,3.49835991859,3779218470.46,3779218541.79,3772684231.87,0.0,internal_timestamp,65.3040008545,1563695431.87,33.8611984253,0,7.78310012817,1026.71345722,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('84',)",3772684231.93,14,3.49836993217,3779218470.46,3779218541.79,3772684231.93,0.0,internal_timestamp,65.3059997559,1563695431.93,33.8611984253,0,7.78319978714,1026.71345181,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('85',)",3772684231.99,14,3.49837994576,3779218470.46,3779218541.79,3772684231.99,0.0,internal_timestamp,65.3059997559,1563695431.99,33.8611984253,0,7.78319978714,1026.71345181,29,13,29,13,29,29,29,13,29,29,44.63218,-124.30797
"('86',)",3772684232.06,14,3.49837994576,3779218470.46,3779218541.79,3772684232.06,0.0,internal_timestamp,65.3040008545,1563695432.06,33.8613014221,0,7.78319978714,1026.71352352,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('87',)",3772684232.12,14,3.49838995934,3779218470.46,3779218541.79,3772684232.12,0.0,internal_timestamp,65.3030014038,1563695432.12,33.8614006042,0,7.78319978714,1026.71359681,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('88',)",3772684232.25,14,3.49838995934,3779218470.46,3779218541.79,3772684232.25,0.0,internal_timestamp,65.2990036011,1563695432.25,33.8614006042,1,7.78310012817,1026.71359304,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('89',)",3772684232.26,14,3.49838995934,3779218470.46,3779218541.79,3772684232.26,0.0,internal_timestamp,65.3020019531,1563695432.26,33.8614997864,0,7.78310012817,1026.71368468,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('90',)",3772684232.31,14,3.49837994576,3779218470.46,3779218541.79,3772684232.31,0.0,internal_timestamp,65.3000030518,1563695432.31,33.8614006042,0,7.78310012817,1026.71359763,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('91',)",3772684232.37,14,3.49836993217,3779218470.46,3779218541.79,3772684232.37,0.0,internal_timestamp,65.3000030518,1563695432.37,33.8611984253,0,7.78310012817,1026.71343887,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('92',)",3772684232.43,14,3.49836993217,3779218470.46,3779218541.79,3772684232.43,0.0,internal_timestamp,65.2990036011,1563695432.43,33.8611984253,1,7.78319978714,1026.7134197,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('93',)",3772684232.62,14,3.49837994576,3779218470.46,3779218541.79,3772684232.62,0.0,internal_timestamp,65.2969970703,1563695432.62,33.8611984253,0,7.78329992294,1026.71339584,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('94',)",3772684232.63,14,3.49838995934,3779218470.46,3779218541.79,3772684232.63,0.0,internal_timestamp,65.2990036011,1563695432.63,33.8613014221,0,7.78329992294,1026.71348593,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('95',)",3772684232.64,14,3.4984099865,3779218470.46,3779218541.79,3772684232.64,0.0,internal_timestamp,65.297996521,1563695432.64,33.8613014221,0,7.78350019455,1026.713452,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('96',)",3772684232.68,14,3.4984099865,3779218470.46,3779218541.8,3772684232.68,0.0,internal_timestamp,65.2969970703,1563695432.68,33.8611984253,0,7.78359985352,1026.71335196,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('97',)",3772684232.75,14,3.4984099865,3779218470.46,3779218541.8,3772684232.75,0.0,internal_timestamp,65.3000030518,1563695432.75,33.8610992432,0,7.78369998932,1026.71327322,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('98',)",3772684232.81,14,3.49842000008,3779218470.46,3779218541.8,3772684232.81,0.0,internal_timestamp,65.2969970703,1563695432.81,33.8610992432,0,7.78380012512,1026.71324477,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('99',)",3772684232.87,14,3.49843001366,3779218470.46,3779218541.8,3772684232.87,0.0,internal_timestamp,65.2949981689,1563695432.87,33.8611984253,0,7.78389978409,1026.7132989,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('100',)",3772684232.93,14,3.49843001366,3779218470.46,3779218541.8,3772684232.93,0.0,internal_timestamp,65.2939987183,1563695432.93,33.8611984253,0,7.78389978409,1026.71329431,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('101',)",3772684233.0,14,3.49842000008,3779218470.46,3779218541.8,3772684233.0,0.0,internal_timestamp,65.2929992676,1563695433.0,33.8611984253,0,7.78380012512,1026.7133043,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('102',)",3772684233.06,14,3.49842000008,3779218470.46,3779218541.8,3772684233.06,0.0,internal_timestamp,65.2949981689,1563695433.06,33.8611984253,0,7.78369998932,1026.71332813,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('103',)",3772684233.12,14,3.49839997292,3779218470.46,3779218541.8,3772684233.12,0.0,internal_timestamp,65.2959976196,1563695433.12,33.8610992432,0,7.78359985352,1026.71326949,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('104',)",3772684233.19,14,3.49839997292,3779218470.46,3779218541.8,3772684233.19,0.0,internal_timestamp,65.2949981689,1563695433.19,33.8611984253,0,7.78350019455,1026.71335736,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('105',)",3772684233.24,14,3.49838995934,3779218470.46,3779218541.8,3772684233.24,0.0,internal_timestamp,65.2890014648,1563695433.24,33.8610992432,0,7.78350019455,1026.71325196,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('106',)",3772684233.31,14,3.49837994576,3779218470.46,3779218541.8,3772684233.31,0.0,internal_timestamp,65.2900009155,1563695433.31,33.8610992432,0,7.78340005875,1026.71327119,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('107',)",3772684233.37,14,3.49836993217,3779218470.46,3779218541.8,3772684233.37,0.0,internal_timestamp,65.2910003662,1563695433.37,33.8610992432,0,7.78329992294,1026.71329043,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('108',)",3772684233.43,14,3.49836993217,3779218470.46,3779218541.8,3772684233.43,0.0,internal_timestamp,65.2919998169,1563695433.43,33.8611984253,0,7.78310012817,1026.71340213,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
"('109',)",3772684233.49,14,3.49835991859,3779218470.46,3779218541.8,3772684233.49,0.0,internal_timestamp,65.2870025635,1563695433.49,33.8614006042,0,7.78289985657,1026.71356725,29,13,29,29,29,29,29,13,29,29,44.63218,-124.30797
