obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3659558450.18,2,33.0471992493,3724598986.37,3724598986.42,3659558450.18,0.0,internal_timestamp,576.489990234,178905,1450569650,5.06459999084,3.30471992493,34.162683646,1029.67239556,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1',)",3659558461.19,2,33.0471000671,3724598986.37,3724598986.42,3659558461.19,0.0,internal_timestamp,576.270019531,186927,1450569661,5.06479978561,3.30471000671,34.1624765189,1029.67119617,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2',)",3659558472.18,2,33.0523986816,3724598986.37,3724598986.42,3659558472.18,0.0,internal_timestamp,575.179992676,181493,1450569672,5.07310009003,3.30523986816,34.1606530186,1029.66368307,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('3',)",3659558483.19,2,33.0691986084,3724598986.37,3724598986.42,3659558483.19,0.0,internal_timestamp,573.969970703,191412,1450569683,5.09709978104,3.30691986084,34.156105942,1029.65144699,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('4',)",3659558494.18,2,33.0752983093,3724598986.37,3724598986.42,3659558494.18,0.0,internal_timestamp,572.359985352,184344,1450569694,5.10599994659,3.30752983093,34.154851566,1029.64191543,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('5',)",3659558505.19,2,33.0769004822,3724598986.37,3724598986.42,3659558505.19,0.0,internal_timestamp,570.770019531,191019,1450569705,5.10839986801,3.30769004822,34.1550432719,1029.63445459,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('6',)",3659558516.19,2,33.0858001709,3724598986.37,3724598986.42,3659558516.19,0.0,internal_timestamp,568.969970703,187071,1450569716,5.12190008163,3.30858001709,34.1524142206,1029.62237183,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('7',)",3659558527.19,2,33.1020011902,3724598986.37,3724598986.42,3659558527.19,0.0,internal_timestamp,567.309997559,192786,1450569727,5.14459991455,3.31020011902,34.148727169,1029.60890756,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('8',)",3659558538.19,2,33.1116981506,3724598986.37,3724598986.42,3659558538.19,0.0,internal_timestamp,565.710021973,189157,1450569738,5.15740013123,3.31116981506,34.1476230023,1029.59903315,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('9',)",3659558549.19,2,33.113899231,3724598986.37,3724598986.43,3659558549.19,0.0,internal_timestamp,564.16998291,185467,1450569749,5.16099977493,3.3113899231,34.1472552152,1029.59120506,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('10',)",3659558560.19,2,33.1189994812,3724598986.37,3724598986.43,3659558560.19,0.0,internal_timestamp,562.619995117,193205,1450569760,5.16809988022,3.31189994812,34.1466546479,1029.58269437,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('11',)",3659558571.19,2,33.1222991943,3724598986.37,3724598986.43,3659558571.19,0.0,internal_timestamp,560.989990234,189996,1450569771,5.17320013046,3.31222991943,34.1460646549,1029.57408337,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('12',)",3659558582.2,2,33.1236991882,3724598986.37,3724598986.43,3659558582.2,0.0,internal_timestamp,559.659973145,196983,1450569782,5.17560005188,3.31236991882,34.1458937791,1029.56753001,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('13',)",3659558593.19,2,33.1257019043,3724598986.37,3724598986.43,3659558593.19,0.0,internal_timestamp,558.440002441,192636,1450569793,5.17869997025,3.31257019043,34.1456465747,1029.5613311,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('14',)",3659558604.2,2,33.1327018738,3724598986.37,3724598986.43,3659558604.2,0.0,internal_timestamp,557.359985352,198786,1450569804,5.18849992752,3.31327018738,34.1442417104,1029.55399414,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('15',)",3659558615.2,2,33.1407012939,3724598986.37,3724598986.43,3659558615.2,0.0,internal_timestamp,556.16998291,195185,1450569815,5.20020008087,3.31407012939,34.1421049302,1029.54532809,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('16',)",3659558626.2,2,33.1469993591,3724598986.37,3724598986.43,3659558626.2,0.0,internal_timestamp,554.979980469,203639,1450569826,5.20889997482,3.31469993591,34.1410689714,1029.53791823,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('17',)",3659558637.2,2,33.1519012451,3724598986.37,3724598986.43,3659558637.2,0.0,internal_timestamp,553.859985352,199803,1450569837,5.21600008011,3.31519012451,34.14002536,1029.53103104,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('18',)",3659558648.2,2,33.1548995972,3724598986.37,3724598986.43,3659558648.2,0.0,internal_timestamp,552.760009766,195836,1450569848,5.2202000618,3.31548995972,34.1397394924,1029.52520935,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('19',)",3659558659.2,2,33.1604003906,3724598986.37,3724598986.43,3659558659.2,0.0,internal_timestamp,551.630004883,202775,1450569859,5.228099823,3.31604003906,34.1385736397,1029.51807554,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('20',)",3659558670.2,2,33.1636009216,3724598986.37,3724598986.43,3659558670.2,0.0,internal_timestamp,550.650024414,199186,1450569870,5.23299980164,3.31636009216,34.1377480758,1029.51228826,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('21',)",3659558681.21,2,33.1698989868,3724598986.37,3724598986.43,3659558681.21,0.0,internal_timestamp,549.58001709,207535,1450569881,5.24160003662,3.31698989868,34.1367524949,1029.50547251,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('22',)",3659558692.2,2,33.1713981628,3724598986.37,3724598986.43,3659558692.2,0.0,internal_timestamp,548.320007324,201992,1450569892,5.24359989166,3.31713981628,34.1370656879,1029.49967362,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('23',)",3659558703.21,2,33.1791000366,3724598986.37,3724598986.43,3659558703.21,0.0,internal_timestamp,547.070007324,207269,1450569903,5.25519990921,3.31791000366,34.1347194122,1029.49057612,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('24',)",3659558714.21,2,33.1828994751,3724598986.37,3724598986.46,3659558714.21,0.0,internal_timestamp,545.929992676,212471,1450569914,5.26070022583,3.31828994751,34.1340487599,1029.48409728,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('25',)",3659558725.21,2,33.1867980957,3724598986.37,3724598986.46,3659558725.21,0.0,internal_timestamp,544.849975586,209153,1450569925,5.26639986038,3.31867980957,34.1332591411,1029.47777406,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('26',)",3659558736.21,2,33.1908988953,3724598986.37,3724598986.46,3659558736.21,0.0,internal_timestamp,543.690002441,208676,1450569936,5.271900177,3.31908988953,34.1329425775,1029.47148232,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('27',)",3659558747.21,2,33.2001991272,3724598986.37,3724598986.46,3659558747.21,0.0,internal_timestamp,542.41998291,212869,1450569947,5.28569984436,3.32001991272,34.1302003061,1029.46169228,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('28',)",3659558758.21,2,33.207901001,3724598986.37,3724598986.46,3659558758.21,0.0,internal_timestamp,541.130004883,206950,1450569958,5.29659986496,3.3207901001,34.1285837191,1029.45307456,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('29',)",3659558769.21,2,33.2235984802,3724598986.37,3724598986.47,3659558769.21,0.0,internal_timestamp,540.049987793,213900,1450569969,5.31820011139,3.32235984802,34.1251395429,1029.44258305,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('30',)",3659558780.21,2,33.2444000244,3724598986.37,3724598986.47,3659558780.21,0.0,internal_timestamp,538.989990234,209619,1450569980,5.34619998932,3.32444000244,34.121021439,1029.43081126,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('31',)",3659558791.22,2,33.2616004944,3724598986.37,3724598986.47,3659558791.22,0.0,internal_timestamp,537.729980469,216440,1450569991,5.3685002327,3.32616004944,34.1186692131,1029.42025321,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('32',)",3659558802.21,2,33.2663002014,3724598986.37,3724598986.47,3659558802.21,0.0,internal_timestamp,536.619995117,211579,1450570002,5.37480020523,3.32663002014,34.1181979468,1029.41396098,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('33',)",3659558813.22,2,33.2803001404,3724598986.37,3724598986.47,3659558813.22,0.0,internal_timestamp,535.549987793,218120,1450570013,5.39459991455,3.32803001404,34.1146344804,1029.40364403,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('34',)",3659558824.21,2,33.2789993286,3724598986.37,3724598986.47,3659558824.21,0.0,internal_timestamp,534.440002441,214339,1450570024,5.39230012894,3.32789993286,34.1160331584,1029.39995329,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('35',)",3659558835.22,2,33.2801017761,3724598986.37,3724598986.47,3659558835.22,0.0,internal_timestamp,533.530029297,220323,1450570035,5.39349985123,3.32801017761,34.1165272813,1029.39600841,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('36',)",3659558846.23,2,33.2817001343,3724598986.37,3724598986.47,3659558846.23,0.0,internal_timestamp,532.609985352,226289,1450570046,5.39550018311,3.32817001343,34.1167807995,1029.3917226,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('37',)",3659558857.22,2,33.2821006775,3724598986.37,3724598986.47,3659558857.22,0.0,internal_timestamp,531.58001709,220628,1450570057,5.39779996872,3.32821006775,34.1154218471,1029.38562239,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('38',)",3659558868.22,2,33.2857017517,3724598986.37,3724598986.47,3659558868.22,0.0,internal_timestamp,530.570007324,216428,1450570068,5.40229988098,3.32857017517,34.1154708284,1029.38043428,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('39',)",3659558879.22,2,33.2911987305,3724598986.37,3724598986.47,3659558879.22,0.0,internal_timestamp,529.599975586,224663,1450570079,5.41039991379,3.32911987305,34.1140150522,1029.37377118,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('40',)",3659558890.22,2,33.2933006287,3724598986.37,3724598986.47,3659558890.22,0.0,internal_timestamp,528.640014648,223651,1450570090,5.41300010681,3.32933006287,34.114254437,1029.36921204,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('41',)",3659558901.22,2,33.2956008911,3724598986.37,3724598986.47,3659558901.22,0.0,internal_timestamp,527.679992676,222668,1450570101,5.41660022736,3.32956008911,34.1137078271,1029.36390194,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('42',)",3659558912.23,2,33.2958984375,3724598986.37,3724598986.47,3659558912.23,0.0,internal_timestamp,526.609985352,230365,1450570112,5.41739988327,3.32958984375,34.1137698608,1029.35893435,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('43',)",3659558923.23,2,33.2971992493,3724598986.37,3724598986.47,3659558923.23,0.0,internal_timestamp,525.559997559,226345,1450570123,5.41970014572,3.32971992493,34.1134455999,1029.35355712,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('44',)",3659558934.23,2,33.2989997864,3724598986.37,3724598986.47,3659558934.23,0.0,internal_timestamp,524.469970703,231405,1450570134,5.42259979248,3.32989997864,34.1131036141,1029.34790336,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('45',)",3659558945.23,2,33.2991981506,3724598986.37,3724598986.47,3659558945.23,0.0,internal_timestamp,523.210021973,226597,1450570145,5.4236998558,3.32991981506,34.112843422,1029.34177035,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('46',)",3659558956.23,2,33.2999992371,3724598986.37,3724598986.47,3659558956.23,0.0,internal_timestamp,521.890014648,231976,1450570156,5.42560005188,3.32999992371,34.1124896186,1029.33518272,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('47',)",3659558967.24,2,33.300201416,3724598986.37,3724598986.47,3659558967.24,0.0,internal_timestamp,520.690002441,237201,1450570167,5.42619991302,3.3300201416,34.1127100786,1029.32976905,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('48',)",3659558978.23,2,33.3022003174,3724598986.37,3724598986.47,3659558978.23,0.0,internal_timestamp,519.510009766,232703,1450570178,5.429500103,3.33022003174,34.1122334562,1029.32354338,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('49',)",3659558989.23,2,33.3017997742,3724598986.37,3724598986.47,3659558989.23,0.0,internal_timestamp,518.409973145,227634,1450570189,5.42939996719,3.33017997742,34.1124264744,1029.31865878,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('50',)",3659559000.24,2,33.3027992249,3724598986.37,3724598986.47,3659559000.24,0.0,internal_timestamp,517.289978027,235111,1450570200,5.43190002441,3.33027992249,34.1115921432,1029.31253162,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('51',)",3659559011.23,2,33.3042984009,3724598986.37,3724598986.47,3659559011.23,0.0,internal_timestamp,516.210021973,229298,1450570211,5.43419981003,3.33042984009,34.1115091595,1029.30720651,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('52',)",3659559022.23,2,33.3056983948,3724598986.37,3724598986.47,3659559022.23,0.0,internal_timestamp,515.109985352,233874,1450570222,5.43720006943,3.33056983948,34.1106147567,1029.30105784,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('53',)",3659559033.24,2,33.3074989319,3724598986.37,3724598986.47,3659559033.24,0.0,internal_timestamp,513.969970703,238553,1450570233,5.43959999084,3.33074989319,34.1108032577,1029.29565767,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('54',)",3659559044.23,2,33.3208007812,3724598986.37,3724598986.47,3659559044.23,0.0,internal_timestamp,512.809997559,232379,1450570244,5.45949983597,3.33208007813,34.1063863771,1029.28423795,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('55',)",3659559055.24,2,33.3401985168,3724598986.37,3724598986.47,3659559055.24,0.0,internal_timestamp,511.850006104,239958,1450570255,5.48640012741,3.33401985168,34.101724316,1029.27261802,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('56',)",3659559066.25,2,33.3492012024,3724598986.37,3724598986.47,3659559066.25,0.0,internal_timestamp,510.929992676,246925,1450570266,5.4970998764,3.33492012024,34.1015994927,1029.2668868,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('57',)",3659559077.24,2,33.3594017029,3724598986.37,3724598986.47,3659559077.24,0.0,internal_timestamp,510.079986572,240554,1450570277,5.51149988174,3.33594017029,34.0990617268,1029.25908687,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('58',)",3659559088.25,2,33.3633995056,3724598986.37,3724598986.47,3659559088.25,0.0,internal_timestamp,509.130004883,245642,1450570288,5.51639986038,3.33633995056,34.0991245418,1029.25412957,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('59',)",3659559099.24,2,33.3950004578,3724598986.37,3724598986.47,3659559099.24,0.0,internal_timestamp,508.220001221,239979,1450570299,5.55870008469,3.33950004578,34.0927374354,1029.2393295,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('60',)",3659559110.24,2,33.408000946,3724598986.37,3724598986.47,3659559110.24,0.0,internal_timestamp,507.309997559,244065,1450570310,5.57620000839,3.3408000946,34.0902758878,1029.23089607,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('61',)",3659559121.25,2,33.4174003601,3724598986.37,3724598986.48,3659559121.25,0.0,internal_timestamp,506.329986572,249963,1450570321,5.58860015869,3.34174003601,34.0889098933,1029.22367865,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('62',)",3659559132.25,2,33.4212989807,3724598986.37,3724598986.48,3659559132.25,0.0,internal_timestamp,505.329986572,245068,1450570332,5.59329986572,3.34212989807,34.089084556,1029.21860418,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('63',)",3659559143.25,2,33.4222984314,3724598986.37,3724598986.48,3659559143.25,0.0,internal_timestamp,504.269989014,252460,1450570343,5.59450006485,3.34222984314,34.0895322821,1029.2139319,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('64',)",3659559154.25,2,33.4240989685,3724598986.37,3724598986.48,3659559154.25,0.0,internal_timestamp,503.160003662,248683,1450570354,5.59770011902,3.34240989685,34.0888959566,1029.20790991,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('65',)",3659559165.24,2,33.4253005981,3724598986.37,3724598986.48,3659559165.24,0.0,internal_timestamp,502.140014648,244267,1450570365,5.59989976883,3.34253005981,34.0885451507,1029.20265871,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('66',)",3659559176.25,2,33.4267997742,3724598986.37,3724598986.48,3659559176.25,0.0,internal_timestamp,501.230010986,251518,1450570376,5.60230016708,3.34267997742,34.0882745618,1029.19794896,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('67',)",3659559187.25,2,33.4291992188,3724598986.37,3724598986.48,3659559187.25,0.0,internal_timestamp,500.380004883,247149,1450570387,5.60570001602,3.34291992188,34.0879865145,1029.19336821,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('68',)",3659559198.25,2,33.4343986511,3724598986.37,3724598986.48,3659559198.25,0.0,internal_timestamp,499.510009766,254153,1450570398,5.6125998497,3.34343986511,34.087351692,1029.18795776,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('69',)",3659559209.26,2,33.4472999573,3724598986.37,3724598986.48,3659559209.26,0.0,internal_timestamp,498.589996338,260304,1450570409,5.63110017776,3.34472999573,34.0837714652,1029.17845571,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('70',)",3659559220.26,2,33.4510002136,3724598986.37,3724598986.48,3659559220.26,0.0,internal_timestamp,497.640014648,255822,1450570420,5.6357998848,3.34510002136,34.0836954627,1029.17340961,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('71',)",3659559231.25,2,33.4597015381,3724598986.37,3724598986.48,3659559231.25,0.0,internal_timestamp,496.529998779,254432,1450570431,5.64919996262,3.34597015381,34.0805937275,1029.16408797,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('72',)",3659559242.28,2,33.4636993408,3724598986.37,3724598986.48,3659559242.28,0.0,internal_timestamp,495.459991455,275664,1450570442,5.6564002037,3.34636993408,34.0783949203,1029.15648564,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('73',)",3659559253.25,2,33.4663009644,3724598986.37,3724598986.48,3659559253.25,0.0,internal_timestamp,494.589996338,254395,1450570453,5.65980005264,3.34663009644,34.0783450312,1029.15199975,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('74',)",3659559264.26,2,33.4682006836,3724598986.37,3724598986.48,3659559264.26,0.0,internal_timestamp,493.829986572,259332,1450570464,5.66249990463,3.34682006836,34.0781514936,1029.14799881,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('75',)",3659559275.26,2,33.4752006531,3724598986.37,3724598986.48,3659559275.26,0.0,internal_timestamp,493.059997559,263720,1450570475,5.67070007324,3.34752006531,34.0781933604,1029.14340454,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('76',)",3659559286.26,2,33.4800987244,3724598986.37,3724598986.48,3659559286.26,0.0,internal_timestamp,492.260009766,260541,1450570486,5.67729997635,3.34800987244,34.0774836264,1029.13829354,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('77',)",3659559297.26,2,33.4911003113,3724598986.37,3724598986.48,3659559297.26,0.0,internal_timestamp,491.450012207,263801,1450570497,5.69019985199,3.34911003113,34.0773375437,1029.13273969,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('78',)",3659559308.26,2,33.495300293,3724598986.37,3724598986.48,3659559308.26,0.0,internal_timestamp,490.619995117,256747,1450570508,5.69579982758,3.3495300293,34.0768592835,1029.1278057,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('79',)",3659559319.26,2,33.501701355,3724598986.37,3724598986.48,3659559319.26,0.0,internal_timestamp,489.690002441,261585,1450570519,5.70370006561,3.3501701355,34.0766029615,1029.12228022,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('80',)",3659559330.27,2,33.5068016052,3724598986.37,3724598986.48,3659559330.27,0.0,internal_timestamp,488.679992676,267818,1450570530,5.71019983292,3.35068016052,34.0763251219,1029.1165572,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('81',)",3659559341.26,2,33.5158004761,3724598986.37,3724598986.48,3659559341.26,0.0,internal_timestamp,487.679992676,262636,1450570541,5.72270011902,3.35158004761,34.074409232,1029.10878789,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('82',)",3659559352.27,2,33.5203018188,3724598986.37,3724598986.48,3659559352.27,0.0,internal_timestamp,486.609985352,267952,1450570552,5.72840023041,3.35203018188,34.0742883575,1029.10301925,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('83',)",3659559363.26,2,33.521900177,3724598986.37,3724598986.48,3659559363.26,0.0,internal_timestamp,485.570007324,264406,1450570563,5.73059988022,3.3521900177,34.0743949514,1029.09803562,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('84',)",3659559374.27,2,33.5242996216,3724598986.37,3724598986.48,3659559374.27,0.0,internal_timestamp,484.489990234,270596,1450570574,5.73409986496,3.35242996216,34.0741180298,1029.09239224,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('85',)",3659559385.26,2,33.5237007141,3724598986.37,3724598986.48,3659559385.26,0.0,internal_timestamp,483.450012207,264931,1450570585,5.73350000381,3.35237007141,34.0745591189,1029.08804631,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('86',)",3659559396.27,2,33.5238990784,3724598986.37,3724598986.48,3659559396.27,0.0,internal_timestamp,482.25,271385,1450570596,5.73500013351,3.35238990784,34.0738674081,1029.08179288,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('87',)",3659559407.28,2,33.5270996094,3724598986.37,3724598986.48,3659559407.28,0.0,internal_timestamp,480.700012207,276227,1450570607,5.73950004578,3.35270996094,34.0737216894,1029.07396171,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('88',)",3659559418.27,2,33.5270004272,3724598986.37,3724598986.48,3659559418.27,0.0,internal_timestamp,479.0,271605,1450570618,5.74069976807,3.35270004272,34.0732434503,1029.06562123,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('89',)",3659559429.27,2,33.5248985291,3724598986.37,3724598986.48,3659559429.27,0.0,internal_timestamp,477.410003662,266927,1450570629,5.73829984665,3.35248985291,34.0740700024,1029.05929416,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('90',)",3659559440.27,2,33.5287017822,3724598986.37,3724598986.48,3659559440.27,0.0,internal_timestamp,475.609985352,273231,1450570640,5.74459981918,3.35287017822,34.0729180665,1029.04928199,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('91',)",3659559451.28,2,33.5297012329,3724598986.37,3724598986.49,3659559451.28,0.0,internal_timestamp,474.109985352,279463,1450570651,5.74639987946,3.35297012329,34.0729778385,1029.04220255,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('92',)",3659559462.27,2,33.5307998657,3724598986.37,3724598986.49,3659559462.27,0.0,internal_timestamp,472.779998779,274040,1450570662,5.74919986725,3.35307998657,34.0720599182,1029.03499994,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('93',)",3659559473.27,2,33.5312995911,3724598986.37,3724598986.49,3659559473.27,0.0,internal_timestamp,471.510009766,271148,1450570673,5.74980020523,3.35312995911,34.0726483789,1029.02955286,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('94',)",3659559484.28,2,33.5307006836,3724598986.37,3724598986.49,3659559484.28,0.0,internal_timestamp,470.209991455,279459,1450570684,5.75,3.35307006836,34.0724142194,1029.02337352,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('95',)",3659559495.28,2,33.5303993225,3724598986.37,3724598986.49,3659559495.28,0.0,internal_timestamp,468.799987793,276300,1450570695,5.75050020218,3.35303993225,34.0722683222,1029.01671846,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('96',)",3659559506.28,2,33.5317993164,3724598986.37,3724598986.49,3659559506.28,0.0,internal_timestamp,467.160003662,282224,1450570706,5.75409984589,3.35317993164,34.0710399717,1029.00774096,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('97',)",3659559517.28,2,33.53099823,3724598986.37,3724598986.49,3659559517.28,0.0,internal_timestamp,465.5,277050,1450570717,5.75379991531,3.353099823,34.0712583735,1029.00033152,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('98',)",3659559528.29,2,33.5306015015,3724598986.37,3724598986.49,3659559528.29,0.0,internal_timestamp,464.049987793,286211,1450570728,5.75449991226,3.35306015015,34.0708238808,1028.99323832,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('99',)",3659559539.28,2,33.5303993225,3724598986.37,3724598986.49,3659559539.28,0.0,internal_timestamp,462.700012207,282835,1450570739,5.75509977341,3.35303993225,34.0706602938,1028.98683098,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('100',)",3659559550.28,2,33.529800415,3724598986.37,3724598986.49,3659559550.28,0.0,internal_timestamp,461.279998779,279314,1450570750,5.75540018082,3.3529800415,34.0703846887,1028.98005365,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('101',)",3659559561.29,2,33.5321998596,3724598986.37,3724598986.49,3659559561.29,0.0,internal_timestamp,459.799987793,286910,1450570761,5.75990009308,3.35321998596,34.0693005145,1028.97180347,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('102',)",3659559572.28,2,33.5603981018,3724598986.37,3724598986.49,3659559572.28,0.0,internal_timestamp,458.390014648,282751,1450570772,5.79969978333,3.35603981018,34.0618076514,1028.95410962,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('103',)",3659559583.29,2,33.576499939,3724598986.37,3724598986.49,3659559583.29,0.0,internal_timestamp,457.059997559,289906,1450570783,5.82060003281,3.3576499939,34.0596226056,1028.94348354,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
