obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('1741',)",3659588990.64,2,34.1806983948,3724598986.83,3724598987.16,3659588990.64,0.0,internal_timestamp,375.390014648,644052,1450600190,6.58199977875,3.41806983948,34.0144365839,1028.42884761,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1742',)",3659589000.65,2,34.1839981079,3724598986.83,3724598987.17,3659589000.65,0.0,internal_timestamp,374.75,645061,1450600200,6.58620023727,3.41839981079,34.0142325706,1028.42516403,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1743',)",3659589012.65,2,34.1916007996,3724598986.83,3724598987.17,3659589012.65,0.0,internal_timestamp,373.869995117,652133,1450600212,6.59600019455,3.41916007996,34.0133524222,1028.41906222,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1744',)",3659589023.66,2,34.1908988953,3724598986.83,3724598987.17,3659589023.66,0.0,internal_timestamp,373.010009766,655457,1450600223,6.59619998932,3.41908988953,34.0127960298,1028.41465531,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1745',)",3659589034.65,2,34.1913986206,3724598986.83,3724598987.17,3659589034.65,0.0,internal_timestamp,372.209991455,647380,1450600234,6.59740018845,3.41913986206,34.0125475305,1028.41062464,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1746',)",3659589045.65,2,34.1926002502,3724598986.83,3724598987.17,3659589045.65,0.0,internal_timestamp,371.339996338,652770,1450600245,6.59919977188,3.41926002502,34.0125149844,1028.40635876,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1747',)",3659589056.65,2,34.1920013428,3724598986.83,3724598987.17,3659589056.65,0.0,internal_timestamp,370.5,654731,1450600256,6.60059976578,3.41920013428,34.0108732815,1028.40102157,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1748',)",3659589067.66,2,34.1949996948,3724598986.83,3724598987.17,3659589067.66,0.0,internal_timestamp,369.75,658107,1450600267,6.6045999527,3.41949996948,34.0105878268,1028.3967976,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1749',)",3659589078.65,2,34.1967010498,3724598986.83,3724598987.17,3659589078.65,0.0,internal_timestamp,368.980010986,651607,1450600278,6.60739994049,3.41967010498,34.0100677111,1028.39246613,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1750',)",3659589089.65,2,34.1972999573,3724598986.83,3724598987.17,3659589089.65,0.0,internal_timestamp,368.299987793,654493,1450600289,6.60920000076,3.41972999573,34.0092762085,1028.38847417,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1751',)",3659589100.66,2,34.2030982971,3724598986.83,3724598987.17,3659589100.66,0.0,internal_timestamp,367.589996338,658708,1450600300,6.61630010605,3.42030982971,34.0089942156,1028.38400033,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1752',)",3659589111.66,2,34.2183990479,3724598986.83,3724598987.17,3659589111.66,0.0,internal_timestamp,366.950012207,662892,1450600311,6.63490009308,3.42183990479,34.0077842199,1028.37749936,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1753',)",3659589122.67,2,34.224899292,3724598986.83,3724598987.17,3659589122.67,0.0,internal_timestamp,366.329986572,665643,1450600322,6.64270019531,3.4224899292,34.007539306,1028.37336696,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1754',)",3659589133.66,2,34.2285995483,3724598986.83,3724598987.17,3659589133.66,0.0,internal_timestamp,365.660003662,658871,1450600333,6.64739990234,3.42285995483,34.0072965359,1028.36944368,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1755',)",3659589144.66,2,34.2324981689,3724598986.83,3724598987.17,3659589144.66,0.0,internal_timestamp,364.869995117,661684,1450600344,6.65170001984,3.42324981689,34.0077265889,1028.36555533,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1756',)",3659589155.67,2,34.2321014404,3724598986.83,3724598987.17,3659589155.67,0.0,internal_timestamp,364.130004883,666369,1450600355,6.65199995041,3.42321014404,34.0073505904,1028.36182627,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1757',)",3659589166.66,2,34.2361984253,3724598986.83,3724598987.17,3659589166.66,0.0,internal_timestamp,363.269989014,663153,1450600366,6.65899991989,3.42361984253,34.0053601664,1028.35533403,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1758',)",3659589177.67,2,34.2375984192,3724598986.83,3724598987.17,3659589177.67,0.0,internal_timestamp,362.459991455,668226,1450600377,6.66149997711,3.42375984192,34.0048234629,1028.3508477,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1759',)",3659589188.67,2,34.2309989929,3724598986.83,3724598987.17,3659589188.67,0.0,internal_timestamp,361.630004883,673856,1450600388,6.65829992294,3.42309989929,34.0011086788,1028.34457515,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1760',)",3659589199.67,2,34.2254981995,3724598986.83,3724598987.17,3659589199.67,0.0,internal_timestamp,360.739990234,665822,1450600399,6.65369987488,3.42254981995,34.0000213612,1028.34028943,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1761',)",3659589210.67,2,34.2254981995,3724598986.83,3724598987.17,3659589210.67,0.0,internal_timestamp,359.809997559,667948,1450600410,6.65420007706,3.42254981995,33.9999774428,1028.33592206,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1762',)",3659589221.67,2,34.2202987671,3724598986.83,3724598987.17,3659589221.67,0.0,internal_timestamp,358.309997559,671457,1450600421,6.65269994736,3.42202987671,33.996449538,1028.32648515,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1763',)",3659589232.67,2,34.2206993103,3724598986.83,3724598987.17,3659589232.67,0.0,internal_timestamp,356.600006104,674519,1450600432,6.66239976883,3.42206993103,33.9881207011,1028.3107353,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1764',)",3659589243.68,2,34.2228012085,3724598986.83,3724598987.17,3659589243.68,0.0,internal_timestamp,354.730010986,678963,1450600443,6.66940021515,3.42228012085,33.9844209958,1028.29827037,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1765',)",3659589254.67,2,34.2509994507,3724598986.83,3724598987.17,3659589254.67,0.0,internal_timestamp,352.910003662,670108,1450600454,6.7062997818,3.42509994507,33.9799159035,1028.28118501,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1766',)",3659589265.67,2,34.2658004761,3724598986.83,3724598987.17,3659589265.67,0.0,internal_timestamp,351.299987793,673115,1450600465,6.72609996796,3.42658004761,33.9774399083,1028.26906098,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1767',)",3659589276.68,2,34.2675018311,3724598986.83,3724598987.17,3659589276.68,0.0,internal_timestamp,349.899993896,676395,1450600476,6.72779989243,3.42675018311,33.978313018,1028.26308869,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1768',)",3659589287.68,2,34.2695007324,3724598986.83,3724598987.17,3659589287.68,0.0,internal_timestamp,348.459991455,680102,1450600487,6.73330020905,3.42695007324,33.9757775938,1028.25371697,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1769',)",3659589298.68,2,34.2752990723,3724598986.83,3724598987.17,3659589298.68,0.0,internal_timestamp,347.040008545,675786,1450600498,6.74160003662,3.42752990723,33.9746529597,1028.24514975,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1770',)",3659589309.68,2,34.2862014771,3724598986.83,3724598987.17,3659589309.68,0.0,internal_timestamp,345.679992676,676536,1450600509,6.75400018692,3.42862014771,33.9750704261,1028.23748875,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1771',)",3659589320.68,2,34.3300018311,3724598986.83,3724598987.17,3659589320.68,0.0,internal_timestamp,344.329986572,680490,1450600520,6.80590009689,3.43300018311,33.9726866501,1028.22206891,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1772',)",3659589331.68,2,34.3400993347,3724598986.83,3724598987.17,3659589331.68,0.0,internal_timestamp,342.950012207,683429,1450600531,6.81769990921,3.43400993347,33.9728138721,1028.21416739,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1773',)",3659589342.69,2,34.3507003784,3724598986.83,3724598987.17,3659589342.69,0.0,internal_timestamp,341.480010986,685106,1450600542,6.82950019836,3.43507003784,33.9735363935,1028.20631995,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1774',)",3659589353.69,2,34.3707008362,3724598986.83,3724598987.17,3659589353.69,0.0,internal_timestamp,340.019989014,687892,1450600553,6.85370016098,3.43707008362,33.9723503479,1028.19525203,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1775',)",3659589364.68,2,34.3843994141,3724598986.83,3724598987.17,3659589364.68,0.0,internal_timestamp,338.739990234,679483,1450600564,6.87020015717,3.43843994141,33.9717448286,1028.18655869,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1776',)",3659589375.68,2,34.4255981445,3724598986.83,3724598987.17,3659589375.68,0.0,internal_timestamp,337.730010986,682682,1450600575,6.9186000824,3.44255981445,33.9697489012,1028.1734485,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1777',)",3659589386.69,2,34.4309997559,3724598986.83,3724598987.17,3659589386.69,0.0,internal_timestamp,336.649993896,685615,1450600586,6.92299985886,3.44309997559,33.9718598376,1028.16952883,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1778',)",3659589397.69,2,34.4388999939,3724598986.83,3724598987.17,3659589397.69,0.0,internal_timestamp,335.350006104,690260,1450600597,6.93310022354,3.44388999939,33.9712007904,1028.16160913,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1779',)",3659589408.68,2,34.4595985413,3724598986.83,3724598987.17,3659589408.68,0.0,internal_timestamp,334.010009766,684251,1450600608,6.95879983902,3.44595985413,33.9692276079,1028.15023667,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1780',)",3659589419.69,2,34.5009002686,3724598986.83,3724598987.17,3659589419.69,0.0,internal_timestamp,332.619995117,685731,1450600619,7.00850009918,3.45009002686,33.9662175103,1028.13436313,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1781',)",3659589430.69,2,34.5710983276,3724598986.83,3724598987.18,3659589430.69,0.0,internal_timestamp,331.290008545,690254,1450600630,7.08970022202,3.45710983276,33.9637873748,1028.11464095,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1782',)",3659589441.69,2,34.5820999146,3724598986.83,3724598987.18,3659589441.69,0.0,internal_timestamp,329.950012207,694859,1450600641,7.09719991684,3.45820999146,33.9690784083,1028.11157392,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1783',)",3659589452.69,2,34.5982017517,3724598986.83,3724598987.18,3659589452.69,0.0,internal_timestamp,328.510009766,687920,1450600652,7.1140999794,3.45982017517,33.970749597,1028.10384382,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1784',)",3659589463.69,2,34.6018981934,3724598986.83,3724598987.15,3659589463.69,0.0,internal_timestamp,327.200012207,692517,1450600663,7.117000103,3.46018981934,33.9725647041,1028.09885092,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1785',)",3659589474.69,2,34.5999984741,3724598986.83,3724598987.15,3659589474.69,0.0,internal_timestamp,326.130004883,694250,1450600674,7.11509990692,3.45999984741,33.9728708704,1028.09446805,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1786',)",3659589485.7,2,34.5999984741,3724598986.83,3724598987.16,3659589485.7,0.0,internal_timestamp,325.209991455,697578,1450600685,7.11490011215,3.45999984741,33.9735086682,1028.0907856,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1787',)",3659589496.69,2,34.5993995667,3724598986.83,3724598987.16,3659589496.69,0.0,internal_timestamp,324.350006104,691565,1450600696,7.11439990997,3.45993995667,33.9737589921,1028.08711723,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1788',)",3659589507.7,2,34.5970993042,3724598986.83,3724598987.16,3659589507.7,0.0,internal_timestamp,323.549987793,695229,1450600707,7.11210012436,3.45970993042,33.9738909624,1028.08389118,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1789',)",3659589518.7,2,34.6040000916,3724598986.83,3724598987.16,3659589518.7,0.0,internal_timestamp,322.799987793,698499,1450600718,7.11980009079,3.46040000916,33.9742205163,1028.07960004,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1790',)",3659589529.7,2,34.604801178,3724598986.83,3724598987.16,3659589529.7,0.0,internal_timestamp,322.019989014,701056,1450600729,7.12080001831,3.4604801178,33.9744871593,1028.07609316,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1791',)",3659589540.7,2,34.6059989929,3724598986.83,3724598987.16,3659589540.7,0.0,internal_timestamp,321.0,704262,1450600740,7.12220001221,3.46059989929,33.9749090708,1028.07155134,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1792',)",3659589551.7,2,34.6071014404,3724598986.83,3724598987.16,3659589551.7,0.0,internal_timestamp,319.809997559,696228,1450600751,7.12410020828,3.46071014404,33.974817197,1028.06575513,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1793',)",3659589562.7,2,34.6091995239,3724598986.83,3724598987.16,3659589562.7,0.0,internal_timestamp,318.470001221,699955,1450600762,7.12720012665,3.46091995239,33.9747056206,1028.05908268,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1794',)",3659589573.7,2,34.6304016113,3724598986.83,3724598987.16,3659589573.7,0.0,internal_timestamp,317.029998779,703789,1450600773,7.1532998085,3.46304016113,33.9728999752,1028.04728554,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1795',)",3659589584.71,2,34.6520004272,3724598986.83,3724598987.16,3659589584.71,0.0,internal_timestamp,315.450012207,706372,1450600784,7.1779999733,3.46520004272,33.9729635558,1028.03651282,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1796',)",3659589595.71,2,34.7046012878,3724598986.83,3724598987.16,3659589595.71,0.0,internal_timestamp,313.75,709271,1450600795,7.24230003357,3.47046012878,33.9680029201,1028.01546574,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1797',)",3659589606.7,2,34.7290000916,3724598986.83,3724598987.16,3659589606.7,0.0,internal_timestamp,311.980010986,701785,1450600806,7.27110004425,3.47290000916,33.9671690515,1028.00250018,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1798',)",3659589617.7,2,34.7648010254,3724598986.83,3724598987.16,3659589617.7,0.0,internal_timestamp,310.260009766,704910,1450600817,7.31489992142,3.47648010254,33.9640068935,1027.98572907,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1799',)",3659589628.71,2,34.7863998413,3724598986.83,3724598987.16,3659589628.71,0.0,internal_timestamp,308.790008545,708764,1450600828,7.34049987793,3.47863998413,33.9631076922,1027.97453748,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1800',)",3659589639.71,2,34.8073997498,3724598986.83,3724598987.16,3659589639.71,0.0,internal_timestamp,307.559997559,710813,1450600839,7.36600017548,3.48073997498,33.9615371461,1027.96392619,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1801',)",3659589650.71,2,34.8162002563,3724598986.83,3724598987.16,3659589650.71,0.0,internal_timestamp,306.390014648,712595,1450600850,7.37589979172,3.48162002563,33.9619595867,1027.95744726,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1802',)",3659589661.71,2,34.8213996887,3724598986.83,3724598987.16,3659589661.71,0.0,internal_timestamp,305.260009766,714112,1450600861,7.38129997253,3.48213996887,33.9628566594,1027.95218607,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1803',)",3659589672.72,2,34.8385009766,3724598986.83,3724598987.16,3659589672.72,0.0,internal_timestamp,304.170013428,715441,1450600872,7.40299987793,3.48385009766,33.9607013397,1027.94230891,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1804',)",3659589683.72,2,34.8400993347,3724598986.83,3724598987.16,3659589683.72,0.0,internal_timestamp,303.089996338,717119,1450600883,7.40409994125,3.48400993347,33.9618733216,1027.93812575,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1805',)",3659589694.72,2,34.8404998779,3724598986.83,3724598987.16,3659589694.72,0.0,internal_timestamp,302.0,717228,1450600894,7.40490007401,3.48404998779,33.9620449524,1027.93315788,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1806',)",3659589705.72,2,34.8399009705,3724598986.83,3724598987.16,3659589705.72,0.0,internal_timestamp,300.899993896,719201,1450600905,7.40430021286,3.48399009705,33.9625066754,1027.92857843,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1807',)",3659589716.72,2,34.8400993347,3724598986.83,3724598987.16,3659589716.72,0.0,internal_timestamp,299.910003662,722438,1450600916,7.40460014343,3.48400993347,33.962900541,1027.924316,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1808',)",3659589727.71,2,34.8399009705,3724598986.83,3724598987.16,3659589727.71,0.0,internal_timestamp,299.0,714401,1450600927,7.4047999382,3.48399009705,33.962924162,1027.92014355,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1809',)",3659589738.72,2,34.8396987915,3724598986.83,3724598987.16,3659589738.72,0.0,internal_timestamp,298.119995117,720968,1450600938,7.40490007401,3.48396987915,33.9630267963,1027.91618491,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1810',)",3659589749.71,2,34.8415985107,3724598986.83,3724598987.16,3659589749.71,0.0,internal_timestamp,297.220001221,713316,1450600949,7.40759992599,3.48415985107,33.9628757376,1027.91155239,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1811',)",3659589760.72,2,34.8428001404,3724598986.83,3724598987.16,3659589760.72,0.0,internal_timestamp,296.209991455,716582,1450600960,7.40950012207,3.48428001404,33.9628022294,1027.90659546,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1812',)",3659589771.72,2,34.8442001343,3724598986.83,3724598987.16,3659589771.72,0.0,internal_timestamp,295.190002441,719192,1450600971,7.41130018234,3.48442001343,33.963046357,1027.90185683,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1813',)",3659589782.72,2,34.8441009521,3724598986.83,3724598987.16,3659589782.72,0.0,internal_timestamp,294.320007324,724621,1450600982,7.41190004349,3.48441009521,33.9627674127,1027.89757069,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1814',)",3659589793.72,2,34.8436012268,3724598986.83,3724598987.16,3659589793.72,0.0,internal_timestamp,293.170013428,718899,1450600993,7.41200017929,3.48436012268,33.9626764532,1027.8922251,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1815',)",3659589804.72,2,34.8442993164,3724598986.83,3724598987.16,3659589804.72,0.0,internal_timestamp,291.720001221,722860,1450601004,7.41389989853,3.48442993164,33.9622676385,1027.88499253,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1816',)",3659589815.73,2,34.8461990356,3724598986.83,3724598987.16,3659589815.73,0.0,internal_timestamp,290.079986572,725500,1450601015,7.4172000885,3.48461990356,33.9618827715,1027.87670316,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1817',)",3659589826.73,2,34.8541984558,3724598986.83,3724598987.16,3659589826.73,0.0,internal_timestamp,288.570007324,730012,1450601026,7.42789983749,3.48541984558,33.9608128483,1027.86737977,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1818',)",3659589837.72,2,34.8605003357,3724598986.83,3724598987.16,3659589837.72,0.0,internal_timestamp,287.149993896,723473,1450601037,7.43620014191,3.48605003357,33.9602055093,1027.85918414,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1819',)",3659589848.73,2,34.8641014099,3724598986.83,3724598987.16,3659589848.73,0.0,internal_timestamp,286.130004883,727333,1450601048,7.44089984894,3.48641014099,33.9600000895,1027.85366443,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1820',)",3659589859.73,2,34.8689994812,3724598986.83,3724598987.16,3659589859.73,0.0,internal_timestamp,285.109985352,730032,1450601059,7.44780015945,3.48689994812,33.9590491085,1027.84723462,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1821',)",3659589870.74,2,34.8819007874,3724598986.83,3724598987.16,3659589870.74,0.0,internal_timestamp,284.059997559,735028,1450601070,7.46479988098,3.48819007874,33.9569117965,1027.83824467,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1822',)",3659589881.73,2,34.8909988403,3724598986.83,3724598987.16,3659589881.73,0.0,internal_timestamp,283.010009766,730045,1450601081,7.47590017319,3.48909988403,33.9564186723,1027.83141496,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1823',)",3659589892.74,2,34.9160003662,3724598986.83,3724598987.16,3659589892.74,0.0,internal_timestamp,281.880004883,736613,1450601092,7.50790023804,3.49160003662,33.9527634412,1027.81864285,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1824',)",3659589903.73,2,34.9361000061,3724598986.83,3724598987.16,3659589903.73,0.0,internal_timestamp,280.700012207,732635,1450601103,7.53350019455,3.49361000061,33.9500748,1027.80734157,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1825',)",3659589914.74,2,34.9537010193,3724598986.83,3724598987.16,3659589914.74,0.0,internal_timestamp,279.519989014,735114,1450601114,7.55490016937,3.49537010193,33.9487804705,1027.79775261,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1826',)",3659589925.73,2,34.96849823,3724598986.83,3724598987.16,3659589925.73,0.0,internal_timestamp,278.390014648,729314,1450601125,7.57110023499,3.496849823,33.9495016422,1027.79074326,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1827',)",3659589936.73,2,34.9799003601,3724598986.83,3724598987.16,3659589936.73,0.0,internal_timestamp,277.309997559,734576,1450601136,7.58489990234,3.49799003601,33.9488717169,1027.78325786,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1828',)",3659589947.74,2,34.989200592,3724598986.83,3724598987.16,3659589947.74,0.0,internal_timestamp,276.380004883,738086,1450601147,7.59639978409,3.4989200592,33.9481424864,1027.77672161,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1829',)",3659589958.74,2,34.9934997559,3724598986.83,3724598987.16,3659589958.74,0.0,internal_timestamp,275.529998779,742990,1450601158,7.60099983215,3.49934997559,33.9487022265,1027.7725895,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1830',)",3659589969.74,2,35.0087013245,3724598986.83,3724598987.17,3659589969.74,0.0,internal_timestamp,274.589996338,736112,1450601169,7.61950016022,3.50087013245,33.9475214004,1027.76460766,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1831',)",3659589980.74,2,35.0255012512,3724598986.83,3724598987.17,3659589980.74,0.0,internal_timestamp,273.630004883,740530,1450601180,7.64079999924,3.50255012512,33.945345015,1027.75533255,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1832',)",3659589991.74,2,35.0439987183,3724598986.83,3724598987.17,3659589991.74,0.0,internal_timestamp,272.809997559,743725,1450601191,7.66249990463,3.50439987183,33.9445398035,1027.74770873,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1833',)",3659590002.75,2,35.0703010559,3724598986.83,3724598987.17,3659590002.75,0.0,internal_timestamp,272.149993896,748755,1450601202,7.69250011444,3.50703010559,33.9439821574,1027.73976185,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1834',)",3659590013.74,2,35.0824012756,3724598986.83,3724598987.17,3659590013.74,0.0,internal_timestamp,271.619995117,742997,1450601213,7.70669984818,3.50824012756,33.943443106,1027.73478736,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1835',)",3659590024.75,2,35.0887985229,3724598986.83,3724598987.17,3659590024.75,0.0,internal_timestamp,271.049987793,746833,1450601224,7.71409988403,3.50887985229,33.943399049,1027.73103747,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1836',)",3659590035.74,2,35.1012001038,3724598986.83,3724598987.17,3659590035.74,0.0,internal_timestamp,270.399993896,742516,1450601235,7.72770023346,3.51012001038,33.9438215054,1027.72635594,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1837',)",3659590046.75,2,35.1052017212,3724598986.83,3724598987.17,3659590046.75,0.0,internal_timestamp,269.880004883,748402,1450601246,7.73309993744,3.51052017212,33.9431211152,1027.72261942,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1838',)",3659590057.75,2,35.1092987061,3724598986.83,3724598987.17,3659590057.75,0.0,internal_timestamp,269.899993896,745043,1450601257,7.73579978943,3.51092987061,33.9448922405,1027.7236935,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1839',)",3659590058.75,2,35.1091995239,3724598986.9,3724598987.3,3659590058.75,0.0,internal_timestamp,269.910003662,748951,1450601258,7.73610019684,3.51091995239,33.9444888111,1027.72337777,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1840',)",3659590101.15,2,35.0572013855,3724598986.9,3724598987.3,3659590101.15,0.0,internal_timestamp,271.459991455,154391,1450601301,7.67259979248,3.50572013855,33.9495696289,1027.74397153,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1841',)",3659590112.17,2,35.0036010742,3724598986.9,3724598987.3,3659590112.17,0.0,internal_timestamp,274.089996338,165350,1450601312,7.60750007629,3.50036010742,33.953949116,1027.76915311,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1842',)",3659590123.15,2,34.971698761,3724598986.9,3724598987.3,3659590123.15,0.0,internal_timestamp,276.970001221,154968,1450601323,7.57130002975,3.4971698761,33.9534371087,1027.78730854,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1843',)",3659590134.16,2,34.9128990173,3724598986.9,3724598987.3,3659590134.16,0.0,internal_timestamp,279.929992676,159962,1450601334,7.49840021133,3.49128990173,33.9596106997,1027.81650476,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
